날짜,전체 산업,농업 임업 및 어업(01~03),광업(05~08),제조업(10~34),전기 가스 증기 및 공기조절 공급업(35),수도 하수 및 폐기물 처리 원료 재생업(36~39),건설업(41~42),도매 및 소매업(45~47),운수 및 창고업(49~52),숙박 및 음식점업(55~56),정보통신업(58~63),금융 및 보험업(64~66),부동산업(68),전문 과학 및 기술 서비스업(70~73),사업시설 관리 사업 지원 및 임대 서비스업(74~76),공공행정 국방 및 사회보장 행정(84),교육 서비스업(85),보건업 및 사회복지 서비스업(86~87),예술 스포츠 및 여가관련 서비스업(90~91),협회 및 단체 수리 및 기타 개인 서비스업(94~96)
2013-12-01,19839171.166666668,35881.333333333336,15623.083333333334,3968916.3333333335,55238.583333333336,98846.66666666667,1098944.75,2997577.9166666665,1046296.0833333334,2060458.25,526575.5833333334,705942.5,443462.25,925007.6666666666,1021681.6666666666,648639.9166666666,1512499.8333333333,1458181.0,362636.1666666667,856761.5833333334
2014-01-01,19899697.0,36034.0,15642.0,3981938.0,55388.0,99187.0,1103794.0,3007745.0,1049058.0,2067166.0,528102.0,705824.0,445495.0,930441.0,1025145.0,648966.0,1513769.0,1466397.0,362955.0,856651.0
2014-02-01,19982158.833333332,36322.0,15643.75,3991964.75,55552.666666666664,99420.0,1121589.25,3017899.6666666665,1052974.0833333333,2071093.5833333333,531005.6666666666,709110.0833333334,447065.4166666667,936081.1666666666,1033687.3333333334,652216.25,1517942.25,1469477.25,363272.5833333333,859841.0833333334
2014-03-01,20064620.666666668,36610.0,15645.5,4001991.5,55717.333333333336,99653.0,1139384.5,3028054.3333333335,1056890.1666666667,2075021.1666666667,533909.3333333334,712396.1666666666,448635.8333333333,941721.3333333334,1042229.6666666666,655466.5,1522115.5,1472557.5,363590.1666666667,863031.1666666666
2014-04-01,20147082.5,36898.0,15647.25,4012018.25,55882.0,99886.0,1157179.75,3038209.0,1060806.25,2078948.75,536813.0,715682.25,450206.25,947361.5,1050772.0,658716.75,1526288.75,1475637.75,363907.75,866221.25
2014-05-01,20229544.333333332,37186.0,15649.0,4022045.0,56046.666666666664,100119.0,1174975.0,3048363.6666666665,1064722.3333333333,2082876.3333333333,539716.6666666666,718968.3333333334,451776.6666666667,953001.6666666666,1059314.3333333333,661967.0,1530462.0,1478718.0,364225.3333333333,869411.3333333334
2014-06-01,20312006.166666668,37474.0,15650.75,4032071.75,56211.333333333336,100352.0,1192770.25,3058518.3333333335,1068638.4166666667,2086803.9166666667,542620.3333333334,722254.4166666666,453347.0833333333,958641.8333333334,1067856.6666666667,665217.25,1534635.25,1481798.25,364542.9166666667,872601.4166666666
2014-07-01,20394468.0,37762.0,15652.5,4042098.5,56376.0,100585.0,1210565.5,3068673.0,1072554.5,2090731.5,545524.0,725540.5,454917.5,964282.0,1076399.0,668467.5,1538808.5,1484878.5,364860.5,875791.5
2014-08-01,20476929.833333332,38050.0,15654.25,4052125.25,56540.666666666664,100818.0,1228360.75,3078827.6666666665,1076470.5833333333,2094659.0833333333,548427.6666666666,728826.5833333334,456487.9166666667,969922.1666666666,1084941.3333333333,671717.75,1542981.75,1487958.75,365178.0833333333,878981.5833333334
2014-09-01,20559391.666666668,38338.0,15656.0,4062152.0,56705.333333333336,101051.0,1246156.0,3088982.3333333335,1080386.6666666667,2098586.6666666665,551331.3333333334,732112.6666666666,458058.3333333333,975562.3333333334,1093483.6666666667,674968.0,1547155.0,1491039.0,365495.6666666667,882171.6666666666
2014-10-01,20641853.5,38626.0,15657.75,4072178.75,56870.0,101284.0,1263951.25,3099137.0,1084302.75,2102514.25,554235.0,735398.75,459628.75,981202.5,1102026.0,678218.25,1551328.25,1494119.25,365813.25,885361.75
2014-11-01,20724315.333333332,38914.0,15659.5,4082205.5,57034.666666666664,101517.0,1281746.5,3109291.6666666665,1088218.8333333333,2106441.8333333335,557138.6666666666,738684.8333333334,461199.1666666667,986842.6666666666,1110568.3333333333,681468.5,1555501.5,1497199.5,366130.8333333333,888551.8333333334
2014-12-01,20806777.166666668,39202.0,15661.25,4092232.25,57199.333333333336,101750.0,1299541.75,3119446.3333333335,1092134.9166666667,2110369.4166666665,560042.3333333334,741970.9166666666,462769.5833333333,992482.8333333334,1119110.6666666667,684718.75,1559674.75,1500279.75,366448.4166666667,891741.9166666666
2015-01-01,20889239.0,39490.0,15663.0,4102259.0,57364.0,101983.0,1317337.0,3129601.0,1096051.0,2114297.0,562946.0,745257.0,464340.0,998123.0,1127653.0,687969.0,1563848.0,1503360.0,366766.0,894932.0
2015-02-01,20920062.916666668,39503.333333333336,15679.5,4101848.9166666665,57474.333333333336,102032.58333333333,1323605.0833333333,3130625.9166666665,1097301.75,2118340.8333333335,563307.5,744065.8333333334,467476.1666666667,998477.0,1129429.25,688244.0833333334,1563490.5,1517626.3333333333,369111.5833333333,892422.4166666666
2015-03-01,20950886.833333332,39516.666666666664,15696.0,4101438.8333333335,57584.666666666664,102082.16666666667,1329873.1666666667,3131650.8333333335,1098552.5,2122384.6666666665,563669.0,742874.6666666666,470612.3333333333,998831.0,1131205.5,688519.1666666666,1563133.0,1531892.6666666667,371457.1666666667,889912.8333333334
2015-04-01,20981710.75,39530.0,15712.5,4101028.75,57695.0,102131.75,1336141.25,3132675.75,1099803.25,2126428.5,564030.5,741683.5,473748.5,999185.0,1132981.75,688794.25,1562775.5,1546159.0,373802.75,887403.25
2015-05-01,21012534.666666668,39543.333333333336,15729.0,4100618.6666666665,57805.333333333336,102181.33333333333,1342409.3333333333,3133700.6666666665,1101054.0,2130472.3333333335,564392.0,740492.3333333334,476884.6666666667,999539.0,1134758.0,689069.3333333334,1562418.0,1560425.3333333333,376148.3333333333,884893.6666666666
2015-06-01,21043358.583333332,39556.666666666664,15745.5,4100208.5833333335,57915.666666666664,102230.91666666667,1348677.4166666667,3134725.5833333335,1102304.75,2134516.1666666665,564753.5,739301.1666666666,480020.8333333333,999893.0,1136534.25,689344.4166666666,1562060.5,1574691.6666666667,378493.9166666667,882384.0833333334
2015-07-01,21074182.5,39570.0,15762.0,4099798.5,58026.0,102280.5,1354945.5,3135750.5,1103555.5,2138560.0,565115.0,738110.0,483157.0,1000247.0,1138310.5,689619.5,1561703.0,1588958.0,380839.5,879874.5
2015-08-01,21105006.416666668,39583.333333333336,15778.5,4099388.4166666665,58136.333333333336,102330.08333333333,1361213.5833333333,3136775.4166666665,1104806.25,2142603.8333333335,565476.5,736918.8333333334,486293.1666666667,1000601.0,1140086.75,689894.5833333334,1561345.5,1603224.3333333333,383185.0833333333,877364.9166666666
2015-09-01,21135830.333333332,39596.666666666664,15795.0,4098978.3333333335,58246.666666666664,102379.66666666667,1367481.6666666667,3137800.3333333335,1106057.0,2146647.6666666665,565838.0,735727.6666666666,489429.3333333333,1000955.0,1141863.0,690169.6666666666,1560988.0,1617490.6666666667,385530.6666666667,874855.3333333334
2015-10-01,21166654.25,39610.0,15811.5,4098568.25,58357.0,102429.25,1373749.75,3138825.25,1107307.75,2150691.5,566199.5,734536.5,492565.5,1001309.0,1143639.25,690444.75,1560630.5,1631757.0,387876.25,872345.75
2015-11-01,21197478.166666668,39623.333333333336,15828.0,4098158.1666666665,58467.333333333336,102478.83333333333,1380017.8333333333,3139850.1666666665,1108558.5,2154735.3333333335,566561.0,733345.3333333334,495701.6666666667,1001663.0,1145415.5,690719.8333333334,1560273.0,1646023.3333333333,390221.8333333333,869836.1666666666
2015-12-01,21228302.083333332,39636.666666666664,15844.5,4097748.0833333335,58577.666666666664,102528.41666666667,1386285.9166666667,3140875.0833333335,1109809.25,2158779.1666666665,566922.5,732154.1666666666,498837.8333333333,1002017.0,1147191.75,690994.9166666666,1559915.5,1660289.6666666667,392567.4166666667,867326.5833333334
2016-01-01,21259126.0,39650.0,15861.0,4097338.0,58688.0,102578.0,1392554.0,3141900.0,1111060.0,2162823.0,567284.0,730963.0,501974.0,1002371.0,1148968.0,691270.0,1559558.0,1674556.0,394913.0,864817.0
2016-02-01,21289774.166666668,39732.666666666664,15824.333333333334,4097892.0,58896.083333333336,102647.58333333333,1396394.5,3144518.3333333335,1111470.8333333333,2167161.0,568000.8333333334,730625.0,502208.6666666667,1003019.5833333334,1150562.0,692562.5,1562675.0833333333,1683565.6666666667,396735.3333333333,865282.1666666666
2016-03-01,21320422.333333332,39815.333333333336,15787.666666666666,4098446.0,59104.166666666664,102717.16666666667,1400235.0,3147136.6666666665,1111881.6666666667,2171499.0,568717.6666666666,730287.0,502443.3333333333,1003668.1666666666,1152156.0,693855.0,1565792.1666666667,1692575.3333333333,398557.6666666667,865747.3333333334
2016-04-01,21351070.5,39898.0,15751.0,4099000.0,59312.25,102786.75,1404075.5,3149755.0,1112292.5,2175837.0,569434.5,729949.0,502678.0,1004316.75,1153750.0,695147.5,1568909.25,1701585.0,400380.0,866212.5
2016-05-01,21381718.666666668,39980.666666666664,15714.333333333334,4099554.0,59520.333333333336,102856.33333333333,1407916.0,3152373.3333333335,1112703.3333333333,2180175.0,570151.3333333334,729611.0,502912.6666666667,1004965.3333333334,1155344.0,696440.0,1572026.3333333333,1710594.6666666667,402202.3333333333,866677.6666666666
2016-06-01,21412366.833333332,40063.333333333336,15677.666666666666,4100108.0,59728.416666666664,102925.91666666667,1411756.5,3154991.6666666665,1113114.1666666667,2184513.0,570868.1666666666,729273.0,503147.3333333333,1005613.9166666666,1156938.0,697732.5,1575143.4166666667,1719604.3333333333,404024.6666666667,867142.8333333334
2016-07-01,21443015.0,40146.0,15641.0,4100662.0,59936.5,102995.5,1415597.0,3157610.0,1113525.0,2188851.0,571585.0,728935.0,503382.0,1006262.5,1158532.0,699025.0,1578260.5,1728614.0,405847.0,867608.0
2016-08-01,21473663.166666668,40228.666666666664,15604.333333333334,4101216.0,60144.583333333336,103065.08333333333,1419437.5,3160228.3333333335,1113935.8333333333,2193189.0,572301.8333333334,728597.0,503616.6666666667,1006911.0833333334,1160126.0,700317.5,1581377.5833333333,1737623.6666666667,407669.3333333333,868073.1666666666
2016-09-01,21504311.333333332,40311.333333333336,15567.666666666666,4101770.0,60352.666666666664,103134.66666666667,1423278.0,3162846.6666666665,1114346.6666666667,2197527.0,573018.6666666666,728259.0,503851.3333333333,1007559.6666666666,1161720.0,701610.0,1584494.6666666667,1746633.3333333333,409491.6666666667,868538.3333333334
2016-10-01,21534959.5,40394.0,15531.0,4102324.0,60560.75,103204.25,1427118.5,3165465.0,1114757.5,2201865.0,573735.5,727921.0,504086.0,1008208.25,1163314.0,702902.5,1587611.75,1755643.0,411314.0,869003.5
2016-11-01,21565607.666666668,40476.666666666664,15494.333333333334,4102878.0,60768.833333333336,103273.83333333333,1430959.0,3168083.3333333335,1115168.3333333333,2206203.0,574452.3333333334,727583.0,504320.6666666667,1008856.8333333334,1164908.0,704195.0,1590728.8333333333,1764652.6666666667,413136.3333333333,869468.6666666666
2016-12-01,21596255.833333332,40559.333333333336,15457.666666666666,4103432.0,60976.916666666664,103343.41666666667,1434799.5,3170701.6666666665,1115579.1666666667,2210541.0,575169.1666666666,727245.0,504555.3333333333,1009505.4166666666,1166502.0,705487.5,1593845.9166666667,1773662.3333333333,414958.6666666667,869933.8333333334
2017-01-01,21626904.0,40642.0,15421.0,4103986.0,61185.0,103413.0,1438640.0,3173320.0,1115990.0,2214879.0,575886.0,726907.0,504790.0,1010154.0,1168096.0,706780.0,1596963.0,1782672.0,416781.0,870399.0
2017-02-01,21677560.0,40782.166666666664,15385.75,4104143.0833333335,61425.083333333336,103870.75,1442226.0833333333,3179782.25,1118470.1666666667,2224198.75,577812.6666666666,725622.5833333334,506106.75,1015577.3333333334,1169753.5,709095.5,1599742.0,1792620.3333333333,418886.4166666667,872058.8333333334
2017-03-01,21728216.0,40922.333333333336,15350.5,4104300.1666666665,61665.166666666664,104328.5,1445812.1666666667,3186244.5,1120950.3333333333,2233518.5,579739.3333333334,724338.1666666666,507423.5,1021000.6666666666,1171411.0,711411.0,1602521.0,1802568.6666666667,420991.8333333333,873718.6666666666
2017-04-01,21778872.0,41062.5,15315.25,4104457.25,61905.25,104786.25,1449398.25,3192706.75,1123430.5,2242838.25,581666.0,723053.75,508740.25,1026424.0,1173068.5,713726.5,1605300.0,1812517.0,423097.25,875378.5
2017-05-01,21829528.0,41202.666666666664,15280.0,4104614.3333333335,62145.333333333336,105244.0,1452984.3333333333,3199169.0,1125910.6666666667,2252158.0,583592.6666666666,721769.3333333334,510057.0,1031847.3333333334,1174726.0,716042.0,1608079.0,1822465.3333333333,425202.6666666667,877038.3333333334
2017-06-01,21880184.0,41342.833333333336,15244.75,4104771.4166666665,62385.416666666664,105701.75,1456570.4166666667,3205631.25,1128390.8333333333,2261477.75,585519.3333333334,720484.9166666666,511373.75,1037270.6666666666,1176383.5,718357.5,1610858.0,1832413.6666666667,427308.0833333333,878698.1666666666
2017-07-01,21930840.0,41483.0,15209.5,4104928.5,62625.5,106159.5,1460156.5,3212093.5,1130871.0,2270797.5,587446.0,719200.5,512690.5,1042694.0,1178041.0,720673.0,1613637.0,1842362.0,429413.5,880358.0
2017-08-01,21981496.0,41623.166666666664,15174.25,4105085.5833333335,62865.583333333336,106617.25,1463742.5833333333,3218555.75,1133351.1666666667,2280117.25,589372.6666666666,717916.0833333334,514007.25,1048117.3333333334,1179698.5,722988.5,1616416.0,1852310.3333333333,431518.9166666667,882017.8333333334
2017-09-01,22032152.0,41763.333333333336,15139.0,4105242.6666666665,63105.666666666664,107075.0,1467328.6666666667,3225018.0,1135831.3333333333,2289437.0,591299.3333333334,716631.6666666666,515324.0,1053540.6666666667,1181356.0,725304.0,1619195.0,1862258.6666666667,433624.3333333333,883677.6666666666
2017-10-01,22082808.0,41903.5,15103.75,4105399.75,63345.75,107532.75,1470914.75,3231480.25,1138311.5,2298756.75,593226.0,715347.25,516640.75,1058964.0,1183013.5,727619.5,1621974.0,1872207.0,435729.75,885337.5
2017-11-01,22133464.0,42043.666666666664,15068.5,4105556.8333333335,63585.833333333336,107990.5,1474500.8333333333,3237942.5,1140791.6666666667,2308076.5,595152.6666666666,714062.8333333334,517957.5,1064387.3333333333,1184671.0,729935.0,1624753.0,1882155.3333333333,437835.1666666667,886997.3333333334
2017-12-01,22184120.0,42183.833333333336,15033.25,4105713.9166666665,63825.916666666664,108448.25,1478086.9166666667,3244404.75,1143271.8333333333,2317396.25,597079.3333333334,712778.4166666666,519274.25,1069810.6666666667,1186328.5,732250.5,1627532.0,1892103.6666666667,439940.5833333333,888657.1666666666
2018-01-01,22234776.0,42324.0,14998.0,4105871.0,64066.0,108906.0,1481673.0,3250867.0,1145752.0,2326716.0,599006.0,711494.0,520591.0,1075234.0,1187986.0,734566.0,1630311.0,1902052.0,442046.0,890317.0
2018-02-01,22275484.0,42457.0,14988.75,4107366.5,64354.333333333336,109337.58333333333,1483572.4166666667,3254099.0833333335,1146603.0833333333,2331558.6666666665,599669.1666666666,711819.4166666666,522028.5,1079968.5833333333,1188323.5,737413.25,1633822.0,1912967.1666666667,443421.75,891713.25
2018-03-01,22316192.0,42590.0,14979.5,4108862.0,64642.666666666664,109769.16666666667,1485471.8333333333,3257331.1666666665,1147454.1666666667,2336401.3333333335,600332.3333333334,712144.8333333334,523466.0,1084703.1666666667,1188661.0,740260.5,1637333.0,1923882.3333333333,444797.5,893109.5
2018-04-01,22356900.0,42723.0,14970.25,4110357.5,64931.0,110200.75,1487371.25,3260563.25,1148305.25,2341244.0,600995.5,712470.25,524903.5,1089437.75,1188998.5,743107.75,1640844.0,1934797.5,446173.25,894505.75
2018-05-01,22397608.0,42856.0,14961.0,4111853.0,65219.333333333336,110632.33333333333,1489270.6666666667,3263795.3333333335,1149156.3333333333,2346086.6666666665,601658.6666666666,712795.6666666666,526341.0,1094172.3333333333,1189336.0,745955.0,1644355.0,1945712.6666666667,447549.0,895902.0
2018-06-01,22438316.0,42989.0,14951.75,4113348.5,65507.666666666664,111063.91666666667,1491170.0833333333,3267027.4166666665,1150007.4166666667,2350929.3333333335,602321.8333333334,713121.0833333334,527778.5,1098906.9166666667,1189673.5,748802.25,1647866.0,1956627.8333333333,448924.75,897298.25
2018-07-01,22479024.0,43122.0,14942.5,4114844.0,65796.0,111495.5,1493069.5,3270259.5,1150858.5,2355772.0,602985.0,713446.5,529216.0,1103641.5,1190011.0,751649.5,1651377.0,1967543.0,450300.5,898694.5
2018-08-01,22519732.0,43255.0,14933.25,4116339.5,66084.33333333333,111927.08333333333,1494968.9166666667,3273491.5833333335,1151709.5833333333,2360614.6666666665,603648.1666666666,713771.9166666666,530653.5,1108376.0833333333,1190348.5,754496.75,1654888.0,1978458.1666666667,451676.25,900090.75
2018-09-01,22560440.0,43388.0,14924.0,4117835.0,66372.66666666667,112358.66666666667,1496868.3333333333,3276723.6666666665,1152560.6666666667,2365457.3333333335,604311.3333333334,714097.3333333334,532091.0,1113110.6666666667,1190686.0,757344.0,1658399.0,1989373.3333333333,453052.0,901487.0
2018-10-01,22601148.0,43521.0,14914.75,4119330.5,66661.0,112790.25,1498767.75,3279955.75,1153411.75,2370300.0,604974.5,714422.75,533528.5,1117845.25,1191023.5,760191.25,1661910.0,2000288.5,454427.75,902883.25
2018-11-01,22641856.0,43654.0,14905.5,4120826.0,66949.33333333333,113221.83333333333,1500667.1666666667,3283187.8333333335,1154262.8333333333,2375142.6666666665,605637.6666666666,714748.1666666666,534966.0,1122579.8333333333,1191361.0,763038.5,1665421.0,2011203.6666666667,455803.5,904279.5
2018-12-01,22682564.0,43787.0,14896.25,4122321.5,67237.66666666667,113653.41666666667,1502566.5833333333,3286419.9166666665,1155113.9166666667,2379985.3333333335,606300.8333333334,715073.5833333334,536403.5,1127314.4166666667,1191698.5,765885.75,1668932.0,2022118.8333333333,457179.25,905675.75
2019-01-01,22723272.0,43920.0,14887.0,4123817.0,67526.0,114085.0,1504466.0,3289652.0,1155965.0,2384828.0,606964.0,715399.0,537841.0,1132049.0,1192036.0,768733.0,1672443.0,2033034.0,458555.0,907072.0
2019-02-01,22628284.416666668,44216.75,14799.583333333334,4112241.0,67660.33333333333,114170.41666666667,1498409.8333333333,3262400.1666666665,1150629.5,2354748.25,608132.1666666666,712529.9166666666,535562.8333333334,1134366.0,1185088.5,772958.5833333334,1664720.5,2043300.5,452077.4166666667,900272.1666666666
2019-03-01,22533296.833333332,44513.5,14712.166666666666,4100665.0,67794.66666666667,114255.83333333333,1492353.6666666667,3235148.3333333335,1145294.0,2324668.5,609300.3333333334,709660.8333333334,533284.6666666666,1136683.0,1178141.0,777184.1666666666,1656998.0,2053567.0,445599.8333333333,893472.3333333334
2019-04-01,22438309.25,44810.25,14624.75,4089089.0,67929.0,114341.25,1486297.5,3207896.5,1139958.5,2294588.75,610468.5,706791.75,531006.5,1139000.0,1171193.5,781409.75,1649275.5,2063833.5,439122.25,886672.5
2019-05-01,22343321.666666668,45107.0,14537.333333333334,4077513.0,68063.33333333333,114426.66666666667,1480241.3333333333,3180644.6666666665,1134623.0,2264509.0,611636.6666666666,703922.6666666666,528728.3333333334,1141317.0,1164246.0,785635.3333333334,1641553.0,2074100.0,432644.6666666667,879872.6666666666
2019-06-01,22248334.083333332,45403.75,14449.916666666666,4065937.0,68197.66666666667,114512.08333333333,1474185.1666666667,3153392.8333333335,1129287.5,2234429.25,612804.8333333334,701053.5833333334,526450.1666666666,1143634.0,1157298.5,789860.9166666666,1633830.5,2084366.5,426167.0833333333,873072.8333333334
2019-07-01,22153346.5,45700.5,14362.5,4054361.0,68332.0,114597.5,1468129.0,3126141.0,1123952.0,2204349.5,613973.0,698184.5,524172.0,1145951.0,1150351.0,794086.5,1626108.0,2094633.0,419689.5,866273.0
2019-08-01,22058358.916666668,45997.25,14275.083333333334,4042785.0,68466.33333333333,114682.91666666667,1462072.8333333333,3098889.1666666665,1118616.5,2174269.75,615141.1666666666,695315.4166666666,521893.8333333333,1148268.0,1143403.5,798312.0833333334,1618385.5,2104899.5,413211.9166666667,859473.1666666666
2019-09-01,21963371.333333332,46294.0,14187.666666666666,4031209.0,68600.66666666667,114768.33333333333,1456016.6666666667,3071637.3333333335,1113281.0,2144190.0,616309.3333333334,692446.3333333334,519615.6666666667,1150585.0,1136456.0,802537.6666666666,1610663.0,2115166.0,406734.3333333333,852673.3333333334
2019-10-01,21868383.75,46590.75,14100.25,4019633.0,68735.0,114853.75,1449960.5,3044385.5,1107945.5,2114110.25,617477.5,689577.25,517337.5,1152902.0,1129508.5,806763.25,1602940.5,2125432.5,400256.75,845873.5
2019-11-01,21773396.166666668,46887.5,14012.833333333334,4008057.0,68869.33333333333,114939.16666666667,1443904.3333333333,3017133.6666666665,1102610.0,2084030.5,618645.6666666666,686708.1666666666,515059.3333333333,1155219.0,1122561.0,810988.8333333334,1595218.0,2135699.0,393779.1666666667,839073.6666666666
2019-12-01,21678408.583333332,47184.25,13925.416666666666,3996481.0,69003.66666666667,115024.58333333333,1437848.1666666667,2989881.8333333335,1097274.5,2053950.75,619813.8333333334,683839.0833333334,512781.1666666667,1157536.0,1115613.5,815214.4166666666,1587495.5,2145965.5,387301.5833333334,832273.8333333334
2020-01-01,21583421.0,47481.0,13838.0,3984905.0,69138.0,115110.0,1431792.0,2962630.0,1091939.0,2023871.0,620982.0,680970.0,510503.0,1159853.0,1108666.0,819440.0,1579773.0,2156232.0,380824.0,825474.0
2020-02-01,21593266.916666668,47662.083333333336,13831.5,3981330.6666666665,70351.41666666667,115571.41666666667,1417482.9166666667,2960888.25,1094829.9166666667,2025110.0,625801.9166666666,681996.9166666666,511997.9166666667,1163142.3333333333,1107356.75,822730.6666666666,1582617.5,2165175.6666666665,380906.4166666667,824482.6666666666
2020-03-01,21603112.833333332,47843.166666666664,13825.0,3977756.3333333335,71564.83333333333,116032.83333333333,1403173.8333333333,2959146.5,1097720.8333333333,2026349.0,630621.8333333334,683023.8333333334,513492.8333333333,1166431.6666666667,1106047.5,826021.3333333334,1585462.0,2174119.3333333335,380988.8333333333,823491.3333333334
2020-04-01,21612958.75,48024.25,13818.5,3974182.0,72778.25,116494.25,1388864.75,2957404.75,1100611.75,2027588.0,635441.75,684050.75,514987.75,1169721.0,1104738.25,829312.0,1588306.5,2183063.0,381071.25,822500.0
2020-05-01,21622804.666666668,48205.333333333336,13812.0,3970607.6666666665,73991.66666666667,116955.66666666667,1374555.6666666667,2955663.0,1103502.6666666667,2028827.0,640261.6666666666,685077.6666666666,516482.6666666667,1173010.3333333333,1103429.0,832602.6666666666,1591151.0,2192006.6666666665,381153.6666666667,821508.6666666666
2020-06-01,21632650.583333332,48386.416666666664,13805.5,3967033.3333333335,75205.08333333333,117417.08333333333,1360246.5833333333,2953921.25,1106393.5833333333,2030066.0,645081.5833333334,686104.5833333334,517977.5833333333,1176299.6666666667,1102119.75,835893.3333333334,1593995.5,2200950.3333333335,381236.0833333333,820517.3333333334
2020-07-01,21642496.5,48567.5,13799.0,3963459.0,76418.5,117878.5,1345937.5,2952179.5,1109284.5,2031305.0,649901.5,687131.5,519472.5,1179589.0,1100810.5,839184.0,1596840.0,2209894.0,381318.5,819526.0
2020-08-01,21652342.416666668,48748.583333333336,13792.5,3959884.6666666665,77631.91666666667,118339.91666666667,1331628.4166666667,2950437.75,1112175.4166666667,2032544.0,654721.4166666666,688158.4166666666,520967.4166666667,1182878.3333333333,1099501.25,842474.6666666666,1599684.5,2218837.6666666665,381400.9166666667,818534.6666666666
2020-09-01,21662188.333333332,48929.666666666664,13786.0,3956310.3333333335,78845.33333333333,118801.33333333333,1317319.3333333333,2948696.0,1115066.3333333333,2033783.0,659541.3333333334,689185.3333333334,522462.3333333333,1186167.6666666667,1098192.0,845765.3333333334,1602529.0,2227781.3333333335,381483.3333333333,817543.3333333334
2020-10-01,21672034.25,49110.75,13779.5,3952736.0,80058.75,119262.75,1303010.25,2946954.25,1117957.25,2035022.0,664361.25,690212.25,523957.25,1189457.0,1096882.75,849056.0,1605373.5,2236725.0,381565.75,816552.0
2020-11-01,21681880.166666668,49291.833333333336,13773.0,3949161.6666666665,81272.16666666667,119724.16666666667,1288701.1666666667,2945212.5,1120848.1666666667,2036261.0,669181.1666666666,691239.1666666666,525452.1666666666,1192746.3333333333,1095573.5,852346.6666666666,1608218.0,2245668.6666666665,381648.1666666667,815560.6666666666
2020-12-01,21691726.083333332,49472.916666666664,13766.5,3945587.3333333335,82485.58333333333,120185.58333333333,1274392.0833333333,2943470.75,1123739.0833333333,2037500.0,674001.0833333334,692266.0833333334,526947.0833333334,1196035.6666666667,1094264.25,855637.3333333334,1611062.5,2254612.3333333335,381730.5833333333,814569.3333333334
2021-01-01,21701572.0,49654.0,13760.0,3942013.0,83699.0,120647.0,1260083.0,2941729.0,1126630.0,2038739.0,678821.0,693293.0,528442.0,1199325.0,1092955.0,858928.0,1613907.0,2263556.0,381813.0,813578.0
2021-02-01,21725365.583333332,49690.833333333336,13724.916666666666,3945043.5833333335,84005.0,120739.41666666667,1257427.1666666667,2934162.5833333335,1128471.5,2047667.8333333333,682232.3333333334,692473.5,527533.0,1201981.75,1092899.6666666667,860815.4166666666,1616914.0,2271919.25,383688.1666666667,813975.6666666666
2021-03-01,21749159.166666668,49727.666666666664,13689.833333333334,3948074.1666666665,84311.0,120831.83333333333,1254771.3333333333,2926596.1666666665,1130313.0,2056596.6666666667,685643.6666666666,691654.0,526624.0,1204638.5,1092844.3333333333,862702.8333333334,1619921.0,2280282.5,385563.3333333333,814373.3333333334
2021-04-01,21772952.75,49764.5,13654.75,3951104.75,84617.0,120924.25,1252115.5,2919029.75,1132154.5,2065525.5,689055.0,690834.5,525715.0,1207295.25,1092789.0,864590.25,1622928.0,2288645.75,387438.5,814771.0
2021-05-01,21796746.333333332,49801.333333333336,13619.666666666666,3954135.3333333335,84923.0,121016.66666666667,1249459.6666666667,2911463.3333333335,1133996.0,2074454.3333333333,692466.3333333334,690015.0,524806.0,1209952.0,1092733.6666666667,866477.6666666666,1625935.0,2297009.0,389313.6666666667,815168.6666666666
2021-06-01,21820539.916666668,49838.166666666664,13584.583333333334,3957165.9166666665,85229.0,121109.08333333333,1246803.8333333333,2903896.9166666665,1135837.5,2083383.1666666667,695877.6666666666,689195.5,523897.0,1212608.75,1092678.3333333333,868365.0833333334,1628942.0,2305372.25,391188.8333333333,815566.3333333334
2021-07-01,21844333.5,49875.0,13549.5,3960196.5,85535.0,121201.5,1244148.0,2896330.5,1137679.0,2092312.0,699289.0,688376.0,522988.0,1215265.5,1092623.0,870252.5,1631949.0,2313735.5,393064.0,815964.0
2021-08-01,21868127.083333332,49911.833333333336,13514.416666666666,3963227.0833333335,85841.0,121293.91666666667,1241492.1666666667,2888764.0833333335,1139520.5,2101240.8333333335,702700.3333333334,687556.5,522079.0,1217922.25,1092567.6666666667,872139.9166666666,1634956.0,2322098.75,394939.1666666667,816361.6666666666
2021-09-01,21891920.666666668,49948.666666666664,13479.333333333334,3966257.6666666665,86147.0,121386.33333333333,1238836.3333333333,2881197.6666666665,1141362.0,2110169.6666666665,706111.6666666666,686737.0,521170.0,1220579.0,1092512.3333333333,874027.3333333334,1637963.0,2330462.0,396814.3333333333,816759.3333333334
2021-10-01,21915714.25,49985.5,13444.25,3969288.25,86453.0,121478.75,1236180.5,2873631.25,1143203.5,2119098.5,709523.0,685917.5,520261.0,1223235.75,1092457.0,875914.75,1640970.0,2338825.25,398689.5,817157.0
2021-11-01,21939507.833333332,50022.333333333336,13409.166666666666,3972318.8333333335,86759.0,121571.16666666667,1233524.6666666667,2866064.8333333335,1145045.0,2128027.3333333335,712934.3333333334,685098.0,519352.0,1225892.5,1092401.6666666667,877802.1666666666,1643977.0,2347188.5,400564.6666666667,817554.6666666666
