,전체 산업,"농업, 임업 및 어업(01~03)",광업(05~08),제조업(10~34),"전기, 가스, 증기 및 공기조절 공급업(35)","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",건설업(41~42),도매 및 소매업(45~47),운수 및 창고업(49~52),숙박 및 음식점업(55~56),정보통신업(58~63),금융 및 보험업(64~66),부동산업(68),"전문, 과학 및 기술 서비스업(70~73)","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",교육 서비스업(85),"예술, 스포츠 및 여가관련 서비스업(90~91)"
2009-11-01,1656260407.8497968,2818869.9001197796,333007.7676512261,563385665.7751292,43534826.80857496,4702199.814775776,271090871.0814269,78893001.33822788,112100408.13012584,2511006.896150721,38570347.85492474,73112945.47435452,4529226.57995069,31891181.931464784,22155640.816725366,21241864.869015887,7013784.511841523
2009-12-01,1674471587.6124022,2887186.468713231,333503.548434412,576531687.5427154,43922914.69560647,4848538.9991712915,277775597.24279386,79585801.70315497,113650759.05369347,2504519.461968758,38782125.42967215,72499034.47316274,4545962.3880353095,32192835.971942972,22318692.781638805,21042805.60531447,7118854.630276516
2010-01-01,1692112843.68768,2953866.16644,336993.919,590121691.1314,44462602.904699996,4999756.82004,282513735.60732,80322516.03454,115158431.91594002,2490043.161522,38914898.1221,72119768.31539999,4549663.688173,32529605.55536,22468622.939672,20854224.923958,7214474.45422
2010-02-01,1708307726.8805866,3015934.646480291,343661.8600209052,603624262.6082947,45145850.50950687,5150251.106491031,284874154.0599946,81076784.57464713,116553345.40660034,2467501.203009933,38951927.27598491,72006534.71843119,4539007.684924398,32894783.612608373,22599250.988609504,20687096.644982047,7295759.9451904725
2010-03-01,1721721416.551252,3068576.845719377,352126.45493163937,615663948.4397631,45872077.09981895,5284924.1228221925,285138519.56049156,81763052.7667407,117720751.36662747,2441461.9406424817,38914555.84620458,72106915.60554267,4518369.059558205,33245441.19559697,22703047.36418786,20556858.527017783,7358463.455145961
2010-04-01,1735329928.4423563,3123986.4733037306,363761.00626252196,628730217.7434591,46776307.47267092,5431923.222759831,283651352.3964609,82515159.46595062,118921055.61398166,2408136.5817556535,38812811.591595165,72404470.61654676,4485309.4211420985,33650980.386942215,22805713.089820046,20437796.01381712,7418546.985320847
2010-05-01,1747356997.153882,3175637.900116248,376848.6397873318,641021960.2974093,47731240.20874341,5571372.4655962745,280716155.31518173,83222231.3383337,120000548.12563744,2373159.7177189616,38671792.93496718,72841398.63537392,4445064.106855838,34055080.12065305,22896231.009477295,20349888.079704285,7469847.857277366
2010-06-01,1758711862.369847,3227939.731821627,391796.270020919,653263017.0361658,48778770.97684056,5711816.8719411185,276441491.3467711,83917436.100964,121042025.27569015,2336092.4706877456,38501160.326761454,73406719.25345099,4397047.114820108,34478615.161863744,22984291.31737665,20289592.566719666,7518455.300781303
2010-07-01,1768764791.4928257,3278441.5465232893,407193.8560660346,664572123.6422598,49830481.7392837,5843476.067776317,271394373.5035712,84542549.03803337,121988661.91285978,2301138.2159048193,38330168.61449546,74025566.96988136,4346363.630379983,34888454.90387676,23067711.99114136,20263018.705988105,7563788.344219689
2010-08-01,1778293414.9009345,3331475.3090785425,423602.309272216,675607611.9870534,50934720.03330171,5974375.737244719,265542570.09823763,85125273.937595,122914397.3529427,2267859.582809111,38166480.04490087,74699089.35593215,4291731.773645895,35305856.779046506,23155710.07526231,20270713.277775407,7611538.36212377
2010-09-01,1787057742.7116466,3386352.5361735555,440043.3073009822,685884670.5427655,52034591.89352764,6099278.927498973,259353115.23651376,85629537.79328765,123797824.86203445,2239392.227573648,38035381.684470855,75366449.82547733,4236935.359012615,35710894.828990236,23249249.93025508,20316494.75331986,7662922.031970347
2010-10-01,1794915608.5163996,3442148.7963796277,455534.3623474858,695015560.4809463,53073762.221770905,6213716.185112479,253336259.59972697,86029309.95920368,124622952.76919834,2218256.0028576097,37957989.32422801,75967600.46640779,4185779.262916131,36085225.562029466,23348586.616097018,20399306.797239427,7718690.95403651
2010-11-01,1802498305.1387625,3503549.0175876934,470642.6170280236,703513399.2284298,54099742.52631369,6324565.065013307,247395122.31429368,86337271.50531945,125455619.8082303,2204934.7401043805,37948205.16770554,76502509.04495728,4136950.0980231133,36447739.143253714,23463998.244750816,20526988.58344332,7785232.228095358
2010-12-01,1809419465.6970243,3567515.7850300334,483947.66757780116,710738420.4026685,55025505.121964715,6423954.5819862485,242204230.80010593,86520181.14915022,126252472.4479162,2202099.815571099,38024906.74295748,76898272.12729548,4095605.4479274936,36769241.834351644,23591538.192500737,20693521.775366798,7860807.861207794
2011-01-01,1816247935.99832,3639278.72708,495870.92298,717076683.5129,55891001.001499996,6517759.1082500005,237721768.45842,86576262.45920001,127077464.40422001,2211455.14738,38212269.18255,77141164.97575,4061086.021696,37065101.93095,23743364.78877,20912326.956786003,7953125.40055
2011-02-01,1822824891.1588342,3717269.5682213125,505584.8064657105,722211545.3910521,56645936.24840743,6601987.338183839,234366079.9908962,86488516.74503955,127909071.45453197,2234593.610049172,38522046.079175554,77184328.80462761,4036571.310007143,37318622.03658675,23917589.523835484,21179739.00320466,8061653.755351034
