,전체 산업,"농업, 임업 및 어업(01~03)",광업(05~08),제조업(10~34),"전기, 가스, 증기 및 공기조절 공급업(35)","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",건설업(41~42),도매 및 소매업(45~47),운수 및 창고업(49~52),숙박 및 음식점업(55~56),정보통신업(58~63),금융 및 보험업(64~66),부동산업(68),"전문, 과학 및 기술 서비스업(70~73)","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",교육 서비스업(85),"예술, 스포츠 및 여가관련 서비스업(90~91)"
2015-10-01,1732741240.5456228,2347950.607235721,478229.3598415167,680412019.092112,35329716.23178404,4536724.421439981,214636434.32884362,73093207.93566197,111022582.70370582,3910433.488905919,44804081.90650147,73123348.15157169,6828291.974905726,48403470.21529393,26607807.6621477,21588291.653121937,15973003.100792171
2015-11-01,1732402778.275382,2225921.5759737925,466105.1971708923,680310348.6845869,35180751.77368005,4619652.70991694,215229600.1774374,73241750.26039687,110922610.59817342,3860789.573122751,44859435.77032616,73279887.24058205,6950578.856917955,48265461.96014241,26320102.11263896,21678484.547603518,16163756.104746955
2015-12-01,1732688598.5619707,2124126.0243071136,454163.4241482746,680578951.2632872,35107000.56930315,4688472.48897769,215412920.5360114,73474895.20715697,110674748.35825476,3805001.6004205826,44964881.751662835,73407150.7666595,7048244.099482607,48130650.94167526,26060284.456515443,21734548.808020234,16347676.035111297
2016-01-01,1733728973.6295,2040938.0679600001,441962.57129999995,681254089.13289,35089994.8586,4741656.13295,215169863.35305002,73819403.12209001,110222925.47,3739686.365024,45135669.1589,73511055.88425,7125378.2167,47997824.55454,25825266.707716,21757386.20334,16533410.4911
2016-02-01,1735605640.6745224,1983884.9171026167,430203.46170860267,682339510.9166843,35120885.79455712,4772171.200804164,214485491.96828958,74275633.00925477,109546801.24678382,3667099.1040370865,45373845.5349438,73585081.72444387,7176720.742931708,47876501.77591444,25635987.38602625,21743358.12685905,16711162.6321529
2016-03-01,1738069672.0882628,1952379.5270063225,419661.21800657426,683688046.1964574,35187405.7598756,4782440.614327323,213540796.7263191,74791869.0975889,108740507.60947779,3593710.3097201586,45648363.37708929,73628397.64971064,7202925.492166617,47767341.794171505,25501211.287778802,21701722.555363305,16867273.40340519
2016-04-01,1741376023.6687827,1938735.3023092004,408886.0164733002,685432697.0746228,35294042.08874748,4777994.971664229,212333679.87266412,75421998.34696649,107738444.23465212,3510746.0401323116,45983463.10752357,73648928.71641581,7210053.869994648,47645903.11239198,25400645.10327774,21633567.431604866,17020200.08567334
2016-05-01,1745154637.7173312,1941991.022132469,398948.6898785654,687367718.3086412,35427632.73149695,4762521.497423271,211096164.92543983,76091977.30922686,106675186.65539627,3427328.984191755,46335473.9610433,73645338.90636122,7198786.571270487,47514575.8920722,25344468.506415818,21550990.9017044,17151475.915773977
2016-06-01,1749570147.4216294,1958929.699949508,389191.147760115,689567633.0155365,35592265.39374789,4739217.286451025,209877525.00365397,76828671.11737683,105526733.42625162,3339284.2000601655,46713859.940928645,73619393.64299038,7170887.520591785,47354958.77153397,25327185.4641666,21455508.804782312,17266691.76529855
2016-07-01,1754254140.1098828,1985171.381011421,380247.1188094215,691838363.3337426,35772706.39019817,4713633.606651384,208882519.2520798,77567512.44367343,104412055.20902921,3253618.894344401,47080804.68438686,73574685.80144034,7130564.147076441,47168116.05193278,25348234.984328274,21360001.88244948,17355388.71491107
2016-08-01,1759431607.5457938,2019031.476207497,371524.7324071661,694276812.9858959,35976166.783385046,4688293.539167015,208176588.06943503,78339957.24539264,103303722.51573947,3166008.241887794,47446767.78736069,73510239.60305496,7077643.303669362,46931945.338305,25407269.441675965,21265123.94766417,17420319.044170454
2016-09-01,1764863241.6872272,2056255.4849916052,363335.11385900364,696753428.2369877,36192013.31258803,4668365.829209689,207932115.3073454,79103432.67996855,102287255.38269947,3080731.5933294096,47785068.19900616,73429283.76888482,7015840.9301818125,46642163.8172039,25502418.75667263,21181257.103859514,17454875.435448837
2016-10-01,1770277203.269596,2092158.3538817924,355921.1986203777,699133770.4730619,36408027.39478701,4658326.485283766,208262421.981091,79816513.90916276,101436415.81926428,3001769.5662391395,48072565.46268689,73337160.11592399,6950009.728339628,46301350.412247576,25627190.448646136,21117374.126486767,17456338.18232717
2016-11-01,1775947148.6495419,2125699.572955898,348793.12365277373,701522050.8779457,36633791.631569125,4661734.877590163,209321302.65107736,80508939.55044429,100741363.58103,2925244.2207020116,48314422.67569369,73229731.8114222,6878276.029199257,45877138.01611532,25788151.703825723,21076237.091501504,17421643.950848754
2016-12-01,1781423733.8213582,2151428.055771022,342414.9746056743,703712038.9643965,36850128.36508188,4682418.880272856,211166579.64970562,81118998.28683597,100291817.65297475,2857419.573738147,48481631.78277445,73115848.70091204,6807675.303714837,45387661.59290425,25973241.89791742,21067220.60748644,17350005.43980683
2017-01-01,1786984790.0476499,2167625.0,336365.93952,705795255.6396,37066641.706999995,4725986.08664,214053045.55904,81669560.56962,100104690.69972001,2795160.177441,48571336.670779996,72989923.32114,6736015.914700001,44790643.16740999,26193049.450625002,21096744.516620997,17233485.89805
2017-02-01,1792366663.2157047,2170646.3520178506,330875.5531637439,707646296.3512226,37271755.91865846,4794915.817340227,218003732.94903517,82125711.5633626,100231464.57139553,2741964.330027692,48567820.17097789,72857797.36834124,6667639.749810118,44099330.04444214,26439276.234813422,21170811.86606337,17072111.12373425
2017-03-01,1797037167.897204,2162727.3811877896,326415.20971159823,709096515.7789398,37445782.32448611,4876420.396053475,222329031.6468513,82461275.23992684,100590974.00751925,2701653.154511838,48495071.508530706,72735433.0258723,6608418.753637903,43419631.50458163,26679511.65641397,21273444.85384066,16891489.456502527
2017-04-01,1801965448.2008564,2143752.351057773,322053.0588090758,710437803.6051264,37625034.50952062,4983716.482458432,227718814.8568064,82757954.86616676,101217857.28026298,2665243.933331616,48354373.27351045,72599297.29296455,6544787.913423005,42642252.64575512,26959064.70455919,21421840.077518925,16658474.119544692
2017-05-01,1806460639.9972978,2116740.7116016666,318431.70841412817,711452695.1734729,37784109.66958691,5100415.908385455,233301650.8006039,82979879.17206573,102011547.32296722,2637893.740963877,48174718.977670535,72469551.26594104,6484280.449463726,41901051.9582416,27237080.64346494,21595487.72322598,16405415.109950999
2017-06-01,1810788942.749246,2081562.8008096002,315335.0341139443,712188904.9969269,37932579.417195275,5229808.393841445,239199274.26406422,83152197.05554669,102980145.92138742,2617415.0235239463,47961962.80889851,72340386.01226859,6421937.9783543395,41185038.483521804,27525572.926094875,21800895.337739833,16121315.790346522
2017-07-01,1814639063.3009894,2042087.7900279313,312987.03808108397,712579843.926608,38059875.8664625,5359247.873881191,244791452.81599617,83273702.26734433,104018268.83472101,2604780.360575188,47746899.34988362,72222854.05571248,6360897.592109953,40577185.46413372,27799687.15052264,22019958.688982893,15830127.841839176
2017-08-01,1818234196.3655996,1997355.1258250873,311256.4861935421,712631629.6328865,38173452.04917894,5492873.405452447,250200544.08276245,83362849.09910817,105150313.3734321,2598783.2335275253,47533022.17763505,72111960.735104,6296165.3791725,40075391.786099784,28071176.65541336,22262213.03743558,15518312.697793132
2017-09-01,1821405691.7349212,1950314.5311628322,310258.7637625437,712305185.4104435,38267719.92795105,5621804.37881826,254979524.7615329,83425514.19656093,106297102.37049586,2599590.3357186415,47345760.49718929,72014684.21067497,6228809.143663653,39741042.35097658,28324083.63890225,22515464.68423376,15201367.849254047
2017-10-01,1824039121.2991552,1904211.1248889947,310015.46002943383,711609844.8361995,38339562.76755507,5737761.048611369,258762020.4592831,83470963.64696574,107377571.4909609,2606497.4757865644,47207136.95219708,71936259.80610143,6160232.542750124,39614090.59114481,28544828.707170766,22766112.367873877,14895447.346739648
2017-11-01,1826276567.0388725,1857642.4605391906,310535.65369219077,710479306.9469299,38392736.69247046,5843983.617763086,261549743.27876386,83512581.3578792,108418941.12576677,2619600.922008996,47125741.11393577,71874300.03034684,6084939.250562567,39724495.476597324,28741607.255140074,23025796.97099613,14586030.453346968
2017-12-01,1827941629.7991505,1815212.5967860818,311810.0006031844,708967417.9300588,38422821.93440711,5929320.854638148,262923099.54000822,83557593.34923397,109311132.1285376,2637706.6627452765,47123892.70506166,71835521.56989147,6006901.895959844,40101912.936312616,28895481.89602321,23272912.52032241,14298702.242041213
2018-01-01,1829111833.77363,1775763.99,313948.75617,706953440.25952,38430790.778,5994971.6666399995,262723192.04999998,83619354.36465,110068813.0157,2661657.539651,47219299.63926,71820179.99664,5919993.43616,40809926.55492,29010189.996249,23518864.422872003,14020181.462
2018-02-01,1829730689.1468534,1742148.7902040542,316930.1070063079,704474021.4574131,38416005.08413946,6034433.074573451,260736837.89210078,83703818.96979588,110621625.08543545,2690300.093005019,47425437.37876114,71838271.88976894,5826194.205517923,41866282.44964225,29076080.370539524,23750557.612855222,13764614.704586662
2018-03-01,1829960921.1701736,1716854.1203702062,320292.26607023546,701874984.1175383,38389620.73614959,6048994.382119175,257662891.29988906,83794762.14828469,110938030.22053127,2718794.513560248,47695993.27221216,71908132.50172316,5736501.077185451,43095069.22525162,29099761.02794894,23945093.179832276,13551495.553113924
2018-04-01,1830052608.1886795,1694202.2893457357,324677.2842141355,698657478.6036166,38354919.144753784,6044571.207996252,253233907.17814234,83903131.06933334,111085529.38721064,2751434.1005363395,48070977.11770517,72077319.38730466,5633148.749506462,44718933.43468274,29095784.410505533,24141838.165374506,13331305.404648436
2018-05-01,1830176656.5745602,1677382.3874014188,329506.2572441868,695261050.7407616,38324684.359316796,6022500.653014026,248308668.592082,84007239.87305781,111025056.15221883,2782320.099996668,48491569.22583713,72365183.01365602,5530518.210750759,46513745.60739621,29071102.90281038,24311298.035774495,13130180.465598684
2018-06-01,1830553496.1485417,1665001.0433884752,335018.24531245185,691520662.567481,38306344.1060136,5984265.666959811,242972336.37238494,84105002.75194205,110752261.76262517,2811595.838305871,48966820.78415527,72825355.08423457,5423304.8111741105,48556182.22099192,29034088.13743003,24462319.065369774,12930643.217011184
2018-07-01,1831361899.0434208,1657596.6465832295,340778.3098912655,687736393.9084767,38310121.046139754,5935160.966299279,237965011.36717007,84181472.15110831,110284442.22156887,2835538.7675062995,49447894.377369806,73461114.59955086,5319897.165704255,50673333.95973081,28996716.730120827,24582811.76015023,12741671.907800427
2018-08-01,1832867918.7138553,1654403.526179505,347087.58390260715,683717350.7491791,38345710.35424107,5874867.224441186,233366381.97917047,84232719.63606997,109590092.35571484,2853829.342611928,49947873.29203344,74349286.32232653,5214938.817482684,52963366.605614476,28966514.320141654,24678357.916078746,12546599.26100219
2018-09-01,1835271240.946996,1655465.0747446986,353675.6911203561,679650291.4876584,38423103.77066239,5807867.422602593,229773084.13656685,84246566.59818438,108681025.77298096,2863616.5750281545,50431469.21355258,75507474.16241805,5113470.3628034005,55313703.41456193,28955045.847766317,24741975.075830884,12347591.66362857
2018-10-01,1838656704.2717054,1660280.122636864,360236.5669891631,675728120.183351,38546942.45788863,5739502.861852385,227653079.69877392,84215621.38438652,107596538.03360143,2863137.8332371637,50865490.714073226,76918722.21445823,5020085.720639175,57604049.211631835,28971478.465208963,24770767.427794676,12147319.143608171
2018-11-01,1843462166.171298,1668897.6286963196,367124.73185034085,671750749.3120011,38734925.706938975,5668170.224926671,227278545.1063531,84128794.58599223,106264012.75101978,2850445.4608535045,51259884.273968525,78711554.4769503,4930096.6343518775,59944116.04938115,29026924.746711973,24764203.411745243,11928361.009922799
2018-12-01,1849580681.2091768,1680501.21767859,373816.4615766816,668033547.9046373,38983964.98540874,5601299.560605418,229069465.23147002,83983047.6595611,104769115.66340668,2824524.529964229,51571029.1230082,80803271.87350723,4850780.472850576,62141792.66212545,29127396.07920051,24720360.310810823,11700948.471815843
2019-01-01,1857632310.3162,1695592.4178300002,380675.0001,664390093.0968,39320106.2904,5537387.14472,233558744.81888,83759637.7489,103011869.76099001,2781731.238244,51800679.9648,83367763.0256,4778386.878208,64300613.1568,29289607.61792,24633864.20124,11445851.50373
2019-02-01,1867547402.8551762,1713492.3925555854,387401.5984696639,660993782.0405384,39742299.43717537,5481300.343417367,240982594.49449435,83456661.35015695,101051626.6780312,2721528.013935361,51923881.70533571,86353899.36385477,4716607.983739341,66310850.55424024,29517114.716373526,24505204.681340273,11167801.176474484
2019-03-01,1877832836.992183,1731567.5889850243,393332.0914663698,658124330.9908268,40190635.970700674,5438035.63378657,249871173.8610732,83121799.92955838,99161394.52642715,2653887.412757579,51953142.11710267,89347810.9003702,4668472.427769725,67999492.70031832,29769796.536224853,24359727.718614265,10900129.042340009
2019-04-01,1890287313.1809144,1753067.0797737448,399711.16253333003,655135725.7685496,40750016.60248142,5398633.940390192,261594155.00236654,82694682.59652747,97009467.49988315,2566966.831673293,51911144.24178591,92896454.85954453,4621411.640565122,69737726.94145699,30087881.619753864,24176067.134576354,10590556.460496044
2019-05-01,1903006609.9960032,1774743.9323225406,405671.66286029905,652401114.3886069,41343341.87210664,5369315.073230938,274292690.3927508,82236199.29677561,94940323.78444184,2473434.569471778,51812306.59244141,96471115.19995637,4579874.516437577,71297720.23285581,30420286.61537911,23985425.71416152,10282767.55103533
2019-06-01,1916410307.2481916,1797383.586697827,411583.33616928617,649705287.029222,41998360.03434355,5348454.115800005,288247896.73191756,81727817.12087017,92893535.75650507,2369857.772164855,51667386.41330433,100210127.36988145,4538709.923375582,72793338.52843642,30774462.749212272,23785459.273264546,9961611.627412625
2019-07-01,1929223601.49028,1818893.955877299,417038.34284343506,647190673.1054822,42661510.14760417,5337712.50846249,302018174.1540541,81213852.84236328,91075353.67586526,2265601.5558245583,51502337.786388755,103776566.17737453,4498293.545573817,74137534.67139131,31113480.052619413,23598990.72248619,9652947.349235194
2019-08-01,1941872339.0281432,1840049.3810360811,422372.7270279001,644656729.2926904,43365195.45623138,5336703.818697701,315956088.82763547,80672074.81990531,89442080.69457763,2156518.136186788,51323503.89075843,107308218.96851665,4453548.967442486,75429788.13907912,31445230.572231006,23423954.06903031,9341565.67204334
2019-09-01,1953484314.7791452,1859444.7788942487,427371.6210690784,642154891.4975182,44075612.77403517,5346286.60497749,329023132.87855756,80131669.98823592,88137133.75406435,2048909.1315079143,51153881.338218585,110582071.1340329,4403353.493497571,76633734.48616639,31743159.10847609,23277389.400745917,9043336.110086001
2019-10-01,1963320020.5386772,1875900.3350147214,431863.09725886525,639732486.3236537,44758097.273692675,5365963.8050104575,340292262.6227135,79621649.52510515,87261906.79573159,1948887.4472035724,51015287.765340135,113408104.39862548,4347282.09754232,77724311.84362954,31985039.394098066,23172692.628399704,8772444.816348996
2019-11-01,1971606796.713778,1889853.4030353592,436118.96437679144,637195117.696392,45446341.158639885,5397376.906767277,349949301.0500464,79120044.71018848,86835566.64645514,1852587.6011453967,50915830.02145601,115874745.73884879,4279214.696110048,78784091.7697945,32172287.674541738,23113249.21109103,8516200.945335332
2019-12-01,1977399963.7977037,1899772.3208599621,439838.20901187503,634674991.8868115,46084639.89227526,5438814.83066545,356829949.4503454,78670735.06794195,86959818.5415977,1768905.2286796914,50878529.128241345,117727158.4033834,4201262.638451575,79754145.71233211,32278743.52010149,23112816.057898816,8296275.282290397
2020-01-01,1980657359.6191201,1905658.66624,443241.15784000006,631971198.11116,46703739.9603,5493369.7796,360827465.39063,78255799.2661,87720461.2316,1695064.135134,50918244.78034,118988861.32878,4105847.13032,80709010.33524,32296794.880218,23181729.535866,8103374.6904299995
2020-02-01,1980890655.8397596,1906646.954066856,446181.62975261844,629161738.685592,47275491.83637744,5559809.740264947,361246706.85155195,77901978.60131143,89176699.35343601,1636263.9450604918,51052167.98459023,119520687.45004417,3993749.0194753306,81622256.60731007,32210965.095699646,23328724.397806,7949881.437935186
2020-03-01,1978796675.753572,1903450.3949401667,448546.27958876034,626536135.9182961,47782282.411052495,5631355.052880206,358590195.31295335,77631643.77775261,91125474.06133424,1594578.6176497857,51265445.872257195,119420303.66139783,3875348.0117389252,82433144.74907474,32043214.93762795,23533340.095355917,7842582.606279966
2020-04-01,1974720397.7377014,1896163.3289200084,450708.74637686886,623865411.2617761,48315428.57570175,5716045.9063519,352850200.3374032,77411972.10791652,93764387.83396438,1563318.1488421836,51587520.57386974,118774828.11029986,3736808.750608367,83244127.29539946,31781830.66439849,23817112.42160206,7766399.578648635
2020-05-01,1969584098.4159858,1885824.5200846484,452488.2864224361,621544186.1241182,48843757.44248402,5804304.857752687,344790891.07387555,77271920.2889223,96795676.59495771,1545236.3084003106,51991800.04584061,117718929.8808178,3593387.5164439213,83964879.64458871,31459253.068279453,24149219.980022155,7730297.302675165
2020-06-01,1963696805.3888943,1872294.8598658622,454052.33795838093,619554593.1169131,49424501.84034466,5900136.814102227,334243650.5538322,77206740.70406887,100348250.27052797,1538161.159613945,52505261.42561507,116285990.66955245,3438088.1912322743,84633796.32699494,31065719.224078983,24544930.052801944,7731582.421142794
2020-07-01,1958061924.597106,1856973.8413551783,455346.7090509587,618156018.6770542,50041263.73283907,5995560.42443292,322241845.6137179,77225031.34812348,104122864.81711191,1541624.0261570709,53094802.2683994,114667793.9001919,3283385.648143313,85198478.84007491,30637858.36182964,24972133.751913074,7769897.741634747
2020-08-01,1952955244.8764174,1839390.2086726832,456506.49333622196,617392105.4626517,50757171.48396006,6095058.239693087,308354026.2398884,77332600.76858826,108297985.21329597,1554889.285118466,53799750.46969312,112860234.70001167,3121531.6819020896,85686917.05844042,30158888.671930876,25452438.10225403,7847511.080031954
2020-09-01,1949238460.8137097,1820585.1066714916,457535.23372981005,617459766.0565821,51575326.416539095,6193554.292336417,293330606.78232884,77534957.27248645,112677918.4153612,1577017.9856678874,54602050.02382764,111020509.05967247,2960257.6960652038,86068915.84029022,29654402.88099033,25965254.140881326,7963477.315276601
2020-10-01,1947595371.9220505,1801756.0181091884,458453.24567459984,618449478.5168246,52485743.065354116,6286100.832092218,278067348.9482542,77825477.20923194,117040757.04543296,1605936.7302369755,55471184.76238781,109309930.00640047,2807220.861525637,86327903.40562466,29153259.56413601,26485831.67939961,8111942.474789285
2020-11-01,1948567886.4972475,1782197.815769087,459370.5321967917,620564104.6281637,53571126.778152674,6376988.605203815,261915372.53109005,78228117.74583973,121604181.02099702,1642606.9544495735,56465122.17392487,107718233.84854376,2654784.0202450687,86471489.96587248,28633791.41479376,27042002.66533452,8302517.697052323
2020-12-01,1952716842.247573,1763698.9309440907,460274.6281377219,623798242.4972639,54782522.1433329,6458555.240267351,246269640.23161137,78721294.93375695,126003730.15010338,1683737.6998507003,57519761.35998302,106447446.39344157,2515237.3690107362,86481169.28443626,28140752.456876222,27591305.893679947,8522633.524887946
2021-01-01,1960970283.7782998,1745576.25,461274.60879,628504382.2695,56222699.7564,6534359.48988,230455773.54555,79342476.42341,130459531.71684,1731104.535453,58705436.77228,105516623.38932,2381843.095338,86347931.02295999,27653015.674405,28163488.357950002,8786677.808
2021-02-01,1973917059.0509892,1729021.8425183801,462391.01772771415,634736208.1436901,57876740.07481449,6599633.60220865,215375804.25332463,80081716.3141937,134749076.5318728,1782433.8669531643,59988591.18588433,105079868.1650746,2262037.219573857,86059290.42188297,27199306.784164917,28733328.956801362,9087621.972689038
2021-03-01,1990201681.3512678,1715887.6043444215,463541.1670613319,641793295.0848844,59573342.49811464,6647934.136100797,202701060.4233518,80854812.57371546,138418065.1957227,1831375.7195503756,61231376.16000937,105198729.51631531,2167697.334049289,85656759.26222529,26828788.06835448,29240136.813276842,9390913.862012502
2021-04-01,2013930103.6409647,1703879.5961100555,465017.6933852703,651317390.9531511,61696891.114462376,6687833.29924033,190064356.4857747,81831770.89913815,142183471.4121854,1887503.1618796862,62700126.57856418,105996868.17845741,2081034.9995869938,85044944.84135765,26473173.01857614,29786010.25964635,9761273.47587978
2021-05-01,2043205103.4192953,1695308.8357922467,466695.5355242725,662374231.7308602,64017845.850560635,6711102.42830988,179577243.27254483,82902607.25050932,145462056.04783624,1942858.118203163,64214382.17263235,107533319.55782634,2017364.937823377,84277581.14843652,26194654.293310493,30292596.695486583,10154008.819242701
2021-06-01,2080629794.8933976,1690154.0847239404,468735.3518508193,675837821.0906265,66712947.92664246,6717413.775507024,170909250.21847698,84143299.88915226,148399215.42053276,2000164.4382616067,65875118.487798944,110014288.65827957,1975007.775571846,83293854.97767353,25986406.22542258,30786795.328144625,10595015.709506927
2021-07-01,2124413262.4232302,1689274.5192772797,471052.255928547,690970565.9617972,69629389.13347486,6704561.513035286,164972502.38801765,85478196.98896345,150735409.63528425,2054799.8025777251,67575215.34150307,113379048.68984602,1959151.7948435727,82147989.94608489,25873104.123892535,31230143.168954834,11055567.80768817
2021-08-01,2178125851.3993654,1693161.6471099546,473849.5102591851,708918196.9565519,72983609.78933981,6669809.800322827,161739886.90816644,87000880.86116228,152553208.98188835,2109440.088091829,69428037.69663885,117955691.89986306,1971305.2278543212,80753939.42530447,25858936.763167787,31645323.518928967,11566082.048179977
2021-09-01,2241109087.018143,1702482.5743502476,477106.09549975325,729353290.5646838,76706349.95489563,6611325.235101278,161831583.62766808,88673868.3590135,153690589.8368671,2161252.016652069,71378515.92546701,123755564.03124294,2015071.794139037,79136642.54234794,25961302.69711771,32009868.190507486,12111482.841900162
2021-10-01,2311517928.880646,1717208.926036812,480742.20177457505,751630048.7687596,80681182.2613605,6530312.022655472,165442288.10752505,90440438.72292534,154072616.47941673,2207764.3162515787,73359081.26136775,130633447.70793068,2090008.995342241,77349612.10013911,26182685.187993597,32307789.941440627,12672229.41137208
2021-11-01,2394697747.3329577,1738872.6043028848,485049.0383985195,777370469.7364856,85195106.43365858,6419490.25908196,173181384.2954248,92422952.48172385,153651581.36118805,2251111.326182894,75501796.56604837,139151643.42027172,2203677.942475129,75264057.10960385,26549585.31640327,32552077.00008168,13285418.322408658
2021-12-01,2485905683.05902,1766602.5642732284,489795.45956119685,805044906.7450819,89977970.90151064,6284211.091472695,184902475.36923498,94497898.38219863,152384602.29628232,2287571.3276220844,77668446.23826957,148859925.8872053,2351200.716943425,73005286.91806616,27049572.056081843,32720389.705120903,13911214.718556412
2022-01-01,2591873712.66249,1802797.6153000002,495346.69557000004,836635203.21589,95370644.20060001,6113576.8855800005,201755637.71624,96808195.32228,150114038.02252,2318608.5066509997,80003498.76216,160509288.85176003,2544977.467976,70413061.21983,27727720.104224,32817075.681852,14591051.82074
