,공공기관 및 기업 고위직(11),행정?경영 지원 및 마케팅 관리직(12),전문 서비스 관리직(13),건설·전기 및 생산 관련 관리직(14),판매 및 고객 서비스 관리직(15),과학 전문가 및 관련직(21),정보 통신 전문가 및 기술직(22),공학 전문가 및 기술직(23),보건·사회복지 및 종교 관련직(24),교육 전문가 및 관련직(25),법률 및 행정 전문직(26),경영·금융전문가 및 관련직(27),문화·예술·스포츠 전문가 및 관련직(28),경영 및 회계 관련 사무직(31),금융 사무직(32),법률 및 감사 사무직(33),상담·안내·통계 및 기타 사무직(39),경찰·소방 및 보안 관련 서비스직(41),돌봄·보건 및 개인 생활 서비스직(42),운송 및 여가 서비스직(43),조리 및 음식 서비스직(44),영업직(51),매장 판매 및 상품 대여직(52),통신 및 방문·노점 판매 관련직(53),농축산 숙련직(61),임업 숙련직(62),어업 숙련직(63),식품가공 관련 기능직(71),섬유·의복 및 가죽 관련 기능직(72),목재가구악기 및 간판 관련 기능직(73),금속 성형 관련 기능직(74),운송 및 기계 관련 기능직(75),전기 및 전자 관련 기능직(76),정보 통신 및 방송장비 관련 기능직(77),건설 및 채굴 관련 기능직(78),기타 기능 관련직(79),식품가공 관련 기계 조작직(81),섬유 및 신발 관련 기계 조작직(82),화학 관련 기계 조작직(83),금속 및 비금속 관련 기계 조작직(84),기계 제조 및 관련 기계 조작직(85),전기 및 전자 관련 기계 조작직(86),운전 및 운송 관련직(87),상하수도 및 재활용 처리 관련 기계 조작직(88),목재인쇄 및 기타 기계 조작직(89),건설 및 광업 관련 단순 노무직(91),운송 관련 단순 노무직(92),제조 관련 단순 노무직(93),청소 및 경비 관련 단순 노무직(94),가사·음식 및 판매 관련 단순 노무직(95),농림어업 및 기타 서비스 단순 노무직(99)
2007-02-01,4402.472355479841,4857.931826950852,3444.9483691507194,2782.8577488296733,2227.1524340150836,3274.680438552516,2632.1823648160535,2398.3061603979486,1927.4600645119585,2677.409201935717,4908.72167611624,2924.01209020296,2327.0575480268376,2148.580029917993,2572.4024280456683,2692.4805863234997,1496.0835138417715,1898.5523155912897,1485.0061498674384,2000.5017920181442,1518.2150831874078,2298.022639452768,1820.5286194875046,1935.2240668955078,1761.5912107718843,1519.110970889915,1860.897241675653,1442.9667312944462,1305.4236420916916,1719.3324349856325,1888.6153901513837,2022.5816822263419,2133.536184812837,2468.9788953121033,1913.0780028487072,1939.6494030241668,1197.4338749853353,1478.9795474018272,1918.8852923704635,1922.1560777238212,1983.7583931979314,1629.590452756754,1660.1966564731865,1975.210421454831,1778.5506191320599,1773.405130073173,1832.2299574443166,1400.3719200604953,1189.0480497314973,1145.4274806371773,1266.71922150893
2007-03-01,4489.06447589869,4872.767014592508,3478.9934358076334,2807.401895158932,2266.6785683317544,3280.0984221633707,2651.297097755172,2410.767157545978,1934.241179769474,2694.873701938214,4928.012381113292,2935.2355032286587,2332.0795138736075,2159.12173375589,2578.8372086237223,2689.1269169148964,1503.0526410167572,1905.1592625693927,1487.1728124966046,1997.2645344358837,1517.0694007192592,2310.401239081799,1807.6903653207592,1935.874596076129,1766.9545236771505,1515.1170585661796,1872.5495034416767,1439.7143375823177,1312.861695454708,1715.9515320910655,1897.8291417445296,2028.1249348617591,2129.5350199655813,2472.717319232349,1912.6169940711168,1936.9374949293936,1217.1113982890345,1494.5843007656706,1933.274448540315,1937.5538537072114,1986.0732739896612,1642.5328588501748,1665.726070062139,1981.3946964794243,1780.8932988167908,1765.2433875176869,1829.6107400980256,1402.2931909314939,1192.3832894410248,1149.3168291350523,1272.2416921565
2007-04-01,4577.463948197397,4876.06450086212,3514.4528916046734,2826.0165783616244,2306.507345853997,3286.017251675775,2663.0545436418693,2425.2362000176126,1940.1309625556432,2713.9789361865733,4946.44330790126,2944.8632370673104,2336.995749650594,2169.612031040155,2582.471466458411,2686.558150202346,1509.6355833305151,1911.9839097209285,1487.9668602430481,1993.1878198127963,1518.47277135806,2322.5788583382473,1794.6663234763957,1937.044058189064,1772.689806018126,1512.7810869684029,1867.8005179029478,1445.033088818096,1318.5582238611755,1710.088035145431,1906.7397639582762,2041.1983994297295,2126.6255167211893,2473.3101287548902,1916.0332229642706,1937.8089272148504,1238.8075241195925,1497.2756621242934,1930.5708706907155,1941.0456797212405,1987.9908343007828,1653.7266381499567,1671.1837382760639,1986.475453203976,1783.5652725122802,1756.6968296151915,1826.9100311597274,1402.1993028115037,1195.2470211479836,1153.5746832644595,1277.333526094706
2007-05-01,4664.792626207667,4884.540336669029,3547.6817150418537,2848.318730829404,2346.1859852612847,3291.399004617939,2674.6996633132326,2439.1808728922006,1946.0533181390788,2731.2240342387026,4967.458758717433,2956.719153123936,2342.1420933501427,2180.1150572192373,2586.2904793562943,2684.3157572380487,1516.3362675593933,1919.2696806940592,1488.4446677951096,1981.2854889889477,1520.5341101498825,2332.8906179665005,1781.9981987497238,1938.7023587102228,1778.8412848229673,1510.0844879067622,1865.1731321538907,1449.5747022967198,1324.4525083491033,1704.707320322949,1915.357983436146,2053.0585022803307,2123.8502221549365,2474.1425706995938,1919.1199959095338,1939.815276279757,1260.2787229905184,1501.4268340741876,1930.1277015028086,1946.2921019832177,1990.387349013828,1664.53147067794,1676.7003425630396,1988.250082169707,1785.6489190225439,1748.5774701211249,1827.2436337694462,1403.2018145270717,1197.4968056243135,1157.9076633878767,1282.2618983045736
2007-06-01,4753.991735786071,4892.621387777926,3579.934595936807,2873.3385018311706,2386.4050408687563,3296.5962026881994,2687.785590257061,2452.3818368024763,1951.4637973520591,2749.5273617257253,4986.995061859749,2968.7557019668984,2347.1975966984764,2190.588786472076,2589.896461029762,2682.5899725502136,1522.9190163635233,1926.6315257273075,1488.7049700555806,1970.7589105799161,1521.4770099156653,2344.1776156338224,1767.9346789828114,1940.3308468833688,1784.644391704025,1506.7888271877441,1863.7255697092571,1452.858627310874,1330.4858148772505,1699.4868578919948,1924.0034124997048,2064.1772279391266,2121.344733208989,2474.9995539310253,1922.2727139949202,1940.4959271359392,1282.8516154466422,1507.3289608716093,1932.6841707224341,1953.0553698048727,1992.6001358812387,1674.8587608022774,1682.5986129173828,1988.9910672292035,1786.9623727057835,1739.3464809569912,1827.1904638843612,1403.9091554913555,1200.6232321163536,1162.0345318687118,1287.1189508904977
2007-07-01,4840.655770954148,4900.3799330774455,3610.9990927447325,2897.8696852412604,2425.696890215081,3301.458530405934,2701.475101727937,2465.886149752022,1957.214240909077,2766.172420522122,5003.814120335186,2980.8546980060078,2352.0476350851086,2201.0690896087076,2593.716743104336,2681.2777468638583,1529.6845767952093,1934.2643440511074,1488.6118330145061,1961.6590281186875,1521.583624623457,2355.750532286437,1754.9778008304033,1942.0678431048532,1790.357785398177,1503.8755673146613,1863.4130677316728,1455.431674809935,1336.696834031832,1694.2317517719143,1932.5953613631013,2074.4450013883556,2118.5839775630134,2476.0318935488353,1924.7576042267144,1941.682057199537,1304.617424814203,1514.2164630554166,1937.329332489324,1961.1664052171545,1995.1209166095516,1687.1483546097322,1687.658237200292,1992.0664357684523,1789.6499163634662,1731.3427474271614,1827.0959413504333,1405.7053410541625,1203.7550827096125,1166.0270318759137,1291.8402214347252
2007-08-01,4927.3964517374225,4905.938502194252,3642.362595331921,2923.8421817671287,2464.9131948887184,3306.3928153410034,2716.286694219629,2479.841409939645,1963.0345419814355,2785.526111729625,5019.53408564131,2991.5200252961727,2356.8644853741325,2211.5351125145676,2598.7076431000755,2678.8133176109623,1536.361469554275,1941.8447232896215,1488.9138258192029,1953.8760504333154,1521.5558064775207,2367.65612715545,1741.5738411068169,1943.6728410584658,1795.7622153740854,1500.6122161086853,1862.694071001376,1457.225542496754,1342.9341704275062,1688.8417322491587,1941.282721484318,2084.432084217339,2115.717861438869,2476.92186991778,1925.0013113814503,1942.2208998584197,1327.0254891944685,1521.4223055304724,1943.2056037887696,1969.6189587774336,1997.4860377796256,1697.3467842704122,1692.7349869048858,1995.1570720821517,1791.995814420692,1722.5094725842685,1827.1475743506967,1407.5631112253188,1207.0684067108832,1169.9475847150677,1296.6877892918878
2007-09-01,5016.423989759526,4911.152743520599,3672.064361483789,2948.857175666402,2504.7534204219046,3311.055955272987,2730.7702502941543,2494.292896104546,1968.9902477034068,2804.8610662251017,5036.776825004738,3001.733375723663,2361.826843106612,2222.025778609767,2605.4727628293313,2676.0728808110043,1542.9939669123205,1949.349645795188,1489.6539959406043,1946.2180739843275,1521.2687646914753,2380.214262979855,1728.2500695988754,1945.259027388131,1801.3909038213471,1496.9538384565915,1862.8066235654564,1458.620488289124,1349.1199485277875,1683.6134838897656,1949.9702008766596,2093.877404662488,2112.2721518679596,2477.9772149510213,1924.5623860872522,1942.270738517997,1349.92922104319,1529.1164575248488,1950.0536543550706,1978.4079829276327,2000.1148684413897,1707.5912138334725,1698.3268749439717,1998.998608635823,1794.6410431910076,1713.5499265450653,1825.9534677653412,1409.7927975862417,1211.3498781371204,1173.9586312179092,1301.6568082650958
2007-10-01,5101.937673438672,4914.77432968493,3701.6506095297177,2970.7172204326225,2543.2371884251465,3315.601033046893,2745.4778253368904,2509.7393759789447,1974.8311394132402,2824.7071370898266,5058.211709260429,3011.7730240011074,2366.6929954368284,2232.5375765418307,2612.5576548652675,2673.439247595542,1549.8105462912672,1956.9335602673837,1490.874526297989,1938.4779920218275,1520.9927595568815,2392.530700692544,1715.1163596051515,1946.8302570313117,1807.0057137525296,1493.1675149604212,1863.1223397257818,1460.1749680789296,1355.2433952259976,1678.8344817405148,1958.6556203954153,2102.1507308933374,2108.714682681426,2479.2722478245983,1925.0969816836734,1945.9215738270661,1372.058253154802,1536.540235142288,1954.291954768917,1987.3554536987774,2001.4498788861295,1717.6330640067886,1703.9092888908249,2003.219883874183,1796.6378554032842,1705.1313329917552,1821.2138974977654,1408.600422055315,1215.8794791087,1178.104335619409,1306.7223916269625
2007-11-01,5188.256493562162,4914.906368746151,3731.565870346527,2993.104138514405,2581.6256239231493,3320.2366121978175,2759.805991624003,2523.4606884362834,1981.5844000055865,2846.156092260387,5078.933502861033,3020.985275115192,2371.64206243074,2243.032502851111,2619.6534496302356,2670.518990777226,1556.3960968842562,1964.302532828939,1491.3712676032567,1937.9108341659623,1520.7124524115334,2405.0018109941457,1700.5309714747314,1948.3946175781898,1812.5204913632845,1491.9924709104987,1861.5847922890441,1462.069936865911,1360.9657874709208,1674.1271870522867,1967.2945709639998,2110.71965450604,2106.5157168972232,2480.3645623050165,1924.0654628735952,1948.5589886407859,1394.4064662837698,1542.807456756674,1958.1956955148241,1994.9588797781305,2003.4143001098473,1728.257063051004,1709.0655685031531,2009.814969693308,1799.9090913326063,1696.7134985361477,1817.5948858467596,1406.544059919864,1220.7850387292985,1182.2747641474323,1312.0263494638289
2007-12-01,5271.095620779722,4912.881072582688,3760.9625148427795,3013.0056709377077,2618.7333569930665,3324.78691079855,2772.6879553178037,2537.0105425174615,1988.804876797945,2867.9204299698135,5100.1727231489285,3030.305724026062,2376.774069499506,2253.53734051048,2626.945239972801,2668.2592804973774,1562.9944554419146,1971.6713822798833,1492.3389958833718,1938.0635688325465,1522.5570761184201,2417.438526172105,1687.8915571067455,1950.1129021602344,1818.392702529925,1487.9324726108305,1859.132087248096,1464.9344094547819,1366.2401624567249,1667.8781766401466,1975.7890225888607,2120.745994106702,2105.4900089519656,2481.6557977733223,1923.5697900823213,1950.785898038007,1416.498911064932,1547.6635889410197,1961.4869704689647,2001.0649248722566,2005.6369106396169,1740.3786149575226,1713.658761566345,2016.77066552689,1803.0078913590023,1689.2053717234771,1814.6050329747688,1404.4491741328288,1225.8944495689834,1186.5487215433461,1317.4638184314622
2008-01-01,5364.8160049708995,4913.816768432968,3799.383653407412,3032.864526828984,2660.338260272864,3330.4251074792146,2783.949184710758,2550.8849683728336,1995.9841856577268,2891.791293911245,5109.74394605903,3039.8842926360608,2383.814382714732,2264.233330423787,2633.9104815140495,2665.790921422596,1565.7544859838529,1977.6591100361284,1490.048213054044,1938.9124905195304,1524.4742398105132,2430.8453620798127,1673.6426229546948,1954.2567183571082,1820.5559507451085,1483.5574062771864,1857.3323848855728,1469.1875080126335,1371.1250114286163,1661.9139741979002,1983.788080511025,2133.0414282151046,2103.405102270026,2492.089293636178,1923.0893399835306,1955.447061704026,1439.382292290684,1550.8880187829031,1962.3999850303103,2005.8709278116846,2007.2847242667485,1753.01739678728,1718.4023174753306,2022.2586305808952,1807.1582605804904,1677.2657300309997,1811.8955385639306,1400.038416369608,1229.2782083171412,1190.5444194470813,1324.5508353970836
2008-02-01,5434.663608672316,4933.755461530097,3829.2913237291377,3055.2866702316746,2700.0286114028686,3338.0939360299167,2793.4047714797957,2564.614528638716,2000.6693132978298,2908.540513357222,5122.209600490434,3051.8004282417214,2387.0822869695653,2274.699901982493,2638.393097412444,2664.357105381986,1571.8962583266562,1983.7941630379546,1488.3532573427515,1933.5704877880373,1527.912311136932,2442.5883763059833,1659.9494787425626,1954.9386713682434,1825.063725160382,1479.5063862572629,1856.5952820092693,1472.5823298334515,1377.0675703147706,1657.1454415629084,1992.8206105868016,2148.7933735785386,2097.6668217218007,2492.9508823933,1923.9027020722967,1952.2396246340872,1463.0494700719878,1556.1565913612087,1961.8211136199243,2011.290810559801,2009.6117814709444,1765.1849650511695,1723.8248739767848,2027.9943414355505,1808.500855582803,1668.6826864411737,1813.5140961672594,1400.3660112292666,1231.161102673086,1194.957484447895,1330.4200390815756
2008-03-01,5525.230111654036,4939.1241274961285,3864.9424312050432,3074.452322827252,2740.993048827926,3343.677860326907,2808.0497020721527,2579.771539561845,2007.8773701726013,2928.2729215397617,5137.415272905123,3061.9309646738106,2392.5923017572964,2285.5718984910304,2644.2172162652278,2660.846889316183,1578.8148159408358,1990.6260048035751,1489.649742757344,1932.1145893828534,1527.932615356445,2455.1430741075624,1646.8419839098285,1956.1042341748027,1831.106014273772,1477.7565383840235,1857.928526470546,1475.9074180406521,1383.4498695922643,1651.2606278982482,2001.9549798722587,2160.055892919557,2095.6060440452625,2494.9960151236587,1926.0452490471007,1953.3187079198105,1482.6077636678876,1563.2611242356463,1964.214506658025,2018.7669089212377,2011.7847766868115,1777.5719677402342,1728.9280342007985,2035.6198357185272,1812.8422694429519,1659.8199825370534,1808.0298950127349,1398.9613079822382,1235.1687828563859,1199.3469101744267,1336.0366620340974
2008-04-01,5614.489537840067,4952.162323278756,3899.6325852192754,3098.8285614635256,2781.5546277305907,3349.610638912018,2824.1876341379825,2591.6760385288326,2013.970118857177,2946.0472689414783,5158.841164158611,3073.5930620023632,2397.0522533842754,2296.075826965877,2648.1559172372768,2658.121839111244,1585.7941177997786,1997.503584278173,1491.1190159216703,1922.7702205738915,1530.0460074926932,2466.8888530149025,1633.3178094185728,1956.8394041300808,1836.5130616231288,1471.6631642946113,1863.6743659653116,1475.361454826643,1390.4535598727473,1646.9911359894,2011.302591744939,2167.751166853263,2090.6117722030513,2497.328954563874,1927.5605398690163,1950.4438366647764,1504.2943708039147,1574.4033419505308,1972.8487909542257,2030.4716138758706,2013.6179976036103,1789.5559635703619,1734.8669714983375,2036.618814541823,1813.5817409751521,1650.8647827512134,1809.4422408127562,1400.7202843804912,1237.4721020006418,1203.1105180946936,1341.1822065814795
2008-05-01,5702.445243482937,4963.683030014017,3932.9727422655365,3123.291009528951,2821.355453332394,3355.0443078013964,2839.9642363355006,2604.3548027755714,2019.794763227847,2963.4658785781985,5183.121586588692,3085.1809092129947,2402.066997863989,2306.5962303667384,2652.5101333222333,2655.8298023022085,1592.52413698823,2004.692273179176,1493.1737386589655,1914.1067340606485,1528.7946610628032,2478.365554884589,1620.6880606436912,1958.1282826581366,1842.0449246212013,1469.2434563844142,1866.6520787089548,1475.9424944824932,1397.0966106460958,1643.6209550324602,2020.1988284901342,2176.4998486815134,2087.1512302131805,2499.084771715817,1929.4545662621479,1950.71199047711,1526.4877371031741,1583.9647281773125,1979.9813692810885,2040.639746681419,2016.440479504395,1801.128526099503,1740.7291645036053,2039.7842509733389,1814.4142212283552,1642.963447879323,1808.444278209138,1403.7228622054733,1240.0494304526778,1207.1356908540597,1346.2473254784993
2008-06-01,5792.611443801081,4968.705070389718,3964.7872526319165,3149.883682169489,2861.999153038404,3360.240888404611,2854.9685369453923,2618.5654945192987,2025.7257498884887,2980.4947188880365,5205.169952954635,3096.9241791307,2406.973496281394,2317.0720689771733,2657.181483950938,2653.5567257477883,1599.440368186889,2012.1202507011947,1492.9423966434135,1904.4601291238976,1528.0152529246739,2490.0526679196355,1606.3804457930405,1959.7076492106694,1847.9100731151489,1467.0982397969874,1867.0041386433338,1477.4575973866677,1403.5983267715667,1637.936567555663,2028.9345152638493,2185.7611165309136,2085.405287668614,2500.2543126783403,1930.9139632039178,1951.9886764127468,1548.5679591567775,1591.3691180774813,1985.376559790073,2049.443711474336,2018.2289993150232,1813.627850091291,1746.2903288863818,2043.5320080699062,1816.8787243212364,1635.173119676077,1807.2662298403518,1407.194739857416,1242.8588556137374,1211.2771136454369,1351.1579595110372
2008-07-01,5879.3311534763525,4975.533190767655,3996.2250622513284,3176.191362534202,2900.9361691645768,3365.1057633885107,2868.747444171518,2632.7706080187227,2031.0154111653183,2998.5385768158776,5222.401790020131,3108.494488435263,2412.0828061739494,2327.557683207071,2662.2861772008255,2651.8449848705077,1605.9755941203591,2019.6688395328838,1493.4296442414716,1895.5172866305904,1528.2405240906032,2501.296543420317,1593.4400796606265,1961.456371906061,1853.366148520702,1465.3327692397606,1865.9109545022857,1479.9756631729663,1409.7190159461857,1632.4297914843887,2037.4694440182489,2195.7624624627556,2082.5565146714475,2501.3045401625086,1932.2401906391194,1953.1808379322026,1569.9727874239445,1597.758587867191,1989.2577545842967,2056.7085351467294,2021.3459402197968,1823.5749255652256,1752.0463368008202,2048.093352534387,1820.0620572430826,1626.1419004693032,1806.3952847800383,1408.1453216232132,1246.584990253133,1215.5622198496335,1355.9534473871352
2008-08-01,5965.914810271082,4981.342660511862,4027.369430467959,3197.8999362298296,2940.1026406145234,3369.993409811782,2881.820033744743,2647.1414298183927,2037.3363001992266,3017.567948044609,5238.278124419355,3118.5783571018005,2416.9700599241924,2338.01508708956,2666.692364218144,2648.9179800303714,1612.6881295554958,2027.3276811213427,1494.1643202957976,1886.6217353407442,1528.6360835459031,2512.3305324816497,1580.2733363003815,1963.205819177996,1859.0482401284555,1461.6336854891294,1864.4074426703214,1482.9448732147437,1415.7618879048734,1626.3790240790443,2046.0638514575942,2205.9655109430055,2079.4084499689216,2502.156537815529,1934.7454350710545,1954.763933897488,1592.314859594553,1603.512228570415,1991.9620176269334,2063.738717440651,2023.3129469940043,1834.0270579651453,1757.8112137091277,2049.5568158555207,1823.3457062741727,1618.2837956848932,1804.1189378542344,1408.971856713389,1250.364232402626,1219.7022931545978,1360.7265335914872
2008-09-01,6055.330292370604,4983.443026323895,4056.871645456886,3219.738061519046,2979.9926218153173,3374.640017401609,2895.2638131419326,2661.500464947656,2043.7316916132193,3037.890088248455,5253.924293109188,3129.110138170748,2421.9076060963694,2348.493298050703,2671.769512872794,2646.394304688052,1619.4541936860871,2034.8909110745326,1493.666937887927,1878.3070229182588,1529.3652610202455,2524.3412856875407,1566.414471390969,1964.9607616019173,1864.9643096815564,1458.4407455528728,1861.7012939086767,1486.3744748667796,1421.6424618436374,1620.2249617232717,2054.630435008109,2216.617454007406,2076.5451763116343,2502.732153617047,1936.6042862864508,1955.5895005572381,1615.4113905358383,1608.6393484173418,1994.0381076355195,2070.424562204422,2025.1857023677787,1844.4906100612445,1762.2628562081838,2053.751311625979,1825.5557701667592,1609.0193155613722,1801.9513926371753,1408.0687253865608,1254.427209750705,1223.7807733780069,1365.6735273497677
2008-10-01,6140.007454320023,4985.536620936967,4087.067850360208,3242.598668196723,3017.80863474348,3379.2132316645,2908.1559730655126,2675.997657617986,2049.6815724965277,3057.5015603974443,5270.014689816562,3139.2555314779324,2426.9160818743526,2359.005280472606,2678.6660641825315,2644.8234804633407,1625.8613448759472,2042.3596465775438,1494.227749664084,1872.7224869602883,1530.7316684004113,2537.356827120938,1553.5246868266186,1966.597814540067,1870.467389876812,1455.021260032312,1859.007393742916,1489.7107999107388,1427.1312070902752,1615.9100844645818,2063.1870836119137,2227.4544340964003,2074.4921509258666,2503.500996184717,1936.14520909228,1957.9921631056552,1637.6992188510424,1613.9931755223777,1997.540937545369,2076.7774201906677,2027.4894012547347,1854.848974374576,1766.8087662282685,2057.2601719671543,1828.0285221615945,1600.2278666567204,1802.0413721974674,1408.3385521217638,1259.155160670781,1227.786364916875,1370.7191546954894
2008-11-01,6226.086698627933,4987.160901074857,4116.66921232357,3266.794241249939,3056.116311973547,3383.82484941837,2921.888720890343,2690.2560475733317,2055.2688359487165,3079.0324076181187,5292.405148202854,3149.4283127637254,2431.5969961566093,2369.492208281814,2685.847751101077,2642.080069550505,1632.595299965129,2049.798765613576,1495.4924352971293,1869.7543264580613,1530.726699549853,2550.633389842539,1539.3982242491045,1968.1648780768198,1876.2363667990276,1450.4045087384006,1857.2526887771078,1492.3660252457264,1432.8014417045267,1610.9939830023586,2071.832991376489,2237.895101307897,2071.8522548021265,2504.299100166683,1934.928589586859,1961.3244073057037,1659.7041528062211,1620.165552037083,2002.1482775816062,2084.5801185015794,2029.62450107762,1864.900897178232,1772.3886672203173,2059.7611889137206,1828.8071039117133,1590.7118382576707,1799.3704013827767,1406.1321547784878,1263.386520965054,1231.574863497219,1375.9285195962102
2008-12-01,6307.851091525217,4991.870157797172,4146.3775630858145,3290.445643261003,3092.5831883799765,3388.432878292834,2936.405276738651,2703.548398565464,2061.700104717404,3099.9056181472747,5312.448252314522,3158.660977824382,2436.4403091477325,2380.0142464970786,2693.393991431671,2639.6049983670655,1639.1152804996311,2057.075980305254,1496.2122003424415,1870.169573671498,1530.978402003497,2563.212900474003,1526.2946199088858,1969.5832619353992,1881.7940389755502,1446.6977307628988,1856.571373599863,1493.9138297229201,1438.4665216940898,1606.6680889778058,2080.4931280286733,2247.2440379701848,2067.3146842469096,2505.441866089332,1932.7867070092436,1965.5422715081484,1682.3203102056266,1627.8024622015644,2008.2231299295622,2093.3002067616776,2030.6780068983276,1875.7520365284008,1777.9789374731743,2067.676654528213,1832.6352689852183,1581.5234436620226,1796.3203085533848,1403.717979021491,1267.4733577775294,1235.2002305659653,1381.3745866438055
2009-01-01,8149.0,5018.0,4288.0,3313.0,3848.0,3405.0,2945.0,2712.0,2070.0,3120.0,5343.0,3170.0,2481.0,2395.0,2711.0,2647.0,1589.0,2044.0,1482.0,1891.0,1534.0,2577.0,1517.0,2019.0,1831.0,1452.0,1953.0,1464.0,1449.0,1604.0,2078.0,2254.0,2073.0,2675.0,1928.0,1955.0,1709.0,1645.0,2050.0,2114.0,2037.0,1891.0,1783.0,2103.0,1838.0,1594.0,1793.0,1426.0,1271.0,1256.0,1413.0
2009-02-01,8070.658023207365,5015.251635850219,4306.969411779851,3332.6380566675043,3833.7490144631115,3405.6271002153944,2946.8035380306987,2728.04994629842,2076.231055910958,3141.487107800806,5341.648027075659,3178.663586606707,2480.2179933899483,2399.669339896096,2707.3940074124357,2634.015417046811,1593.3747519694366,2021.5395002095008,1491.540991290527,1873.0769090534257,1534.2702680964069,2588.0599154371703,1495.9474569494778,1997.9511982138956,1827.110744353607,1441.4084268616832,1993.5296071453997,1471.3255925398887,1451.7557755852995,1594.8193976447794,2090.56710009347,2266.3261344145094,2060.9575376379366,2693.5258370772776,1932.4268585375314,1960.6110768270162,1727.2833937497442,1657.53898298659,2037.7724720991844,2105.1031592910967,2035.3425440529759,1903.1260157003371,1788.463125851954,2089.8328445111742,1839.6767529844315,1567.4924703633242,1789.5262903697335,1410.9482058885485,1273.947693525375,1254.317952267688,1419.7966716493079
2009-03-01,8015.35211765532,5015.152603411009,4327.846561549498,3353.1779004845484,3824.002513075942,3405.7476139011696,2951.1867086524226,2743.621283417542,2082.2695899900714,3161.132772020725,5350.642100228199,3188.532686852243,2480.562089953533,2404.8289244569783,2707.028829316312,2625.538285685275,1599.1692546328366,2004.1121742773926,1498.3037771236218,1858.3765084987108,1534.5527609406106,2599.3771476201982,1480.9025821343575,1980.0685089710257,1826.6732752043408,1433.9270950251494,2022.437360252869,1478.3669725331397,1454.8137884575258,1587.9153775464765,2102.261019486228,2278.142069513157,2053.5885920273286,2706.7019388783565,1935.8945365870109,1964.7269935155837,1747.0792113522123,1669.050888285857,2028.708164037229,2099.059842245386,2035.391622507591,1915.00901281218,1793.8833348149922,2081.885623304458,1841.46560905505,1547.530987105298,1787.2739832517107,1400.2595609655914,1277.0871723146613,1253.1417285814862,1426.2828589070086
2009-04-01,7981.394660705834,5017.512559395551,4350.428978178558,3374.514192215316,3818.495567986499,3405.442947913553,2957.963610922554,2758.736687949424,2088.1653011917515,3179.012856217617,5369.083967794067,3199.5185419209597,2481.950750008303,2410.481534470697,2709.692548232612,2621.288256780798,1606.2689599473147,1991.4195518529127,1502.4923105206674,1846.7232507244755,1534.8608873939238,2610.9030515923923,1471.4341228867745,1965.1638513331175,1829.4141978201396,1429.3370179074084,2040.6491096894931,1485.1234623324783,1458.1648705804935,1583.1920887928459,2113.1491432924804,2289.4967123044544,2050.543424271581,2714.913634872791,1938.512959647353,1967.5038757348548,1768.2000859925104,1679.5962583138205,2022.6205204752473,2095.690183075304,2037.0438635495552,1926.6559324193322,1799.266422363865,2078.815110030972,1843.4005689413946,1533.6612379288729,1786.1661329629997,1393.6415819715692,1280.386481141848,1252.4613297856883,1432.485525000623
2009-05-01,7967.098029720869,5022.141160517024,4374.514190536643,3396.54159262399,3816.963251342784,3404.7945091087718,2966.948343898473,2773.418836486122,2093.967888470407,3195.203223949338,5396.075378109704,3211.532392997203,2484.3024338718055,2416.6299507253016,2715.1732466823128,2620.9849811987838,1614.5593198699844,1983.163162585298,1504.3105445030455,1837.9415881193368,1535.208056317656,2622.588982397056,1467.1108265388632,1953.049144361896,1835.06011746894,1427.4192089254693,2049.090705822355,1491.5943842906277,1461.799853918017,1580.5536804716423,2123.298856626432,2300.4389697969145,2051.472295474094,2718.546254530134,1940.3920532174704,1969.0978491539804,1790.4586508557431,1689.2356354864985,2019.3229860743531,2094.814315993288,2040.1958953645767,1938.073715605595,1804.6181839733217,2080.2780783418375,1845.515633373002,1525.4289105369992,1786.1257938206697,1390.8017856469207,1283.8136647809215,1252.2667567245862,1438.4316331576695
2009-06-01,7970.774602062399,5028.84806348861,4399.899727493371,3419.1547624747545,3819.1406352928075,3403.8837043430567,2977.955006637563,2787.6904056196954,2099.7270507804496,3209.7797387737487,5430.718079511561,3224.485481265324,2487.5356018615903,2423.276954008843,2723.259007186398,2624.34810980464,1623.9257863579621,1979.0445361237869,1503.962432092141,1831.8559730719155,1535.6076765731204,2634.3862950774974,1467.5014404227602,1943.5363071190886,1843.3376394186823,1427.9546814963433,2048.687999018541,1497.779060760314,1465.7095704339124,1579.9043016706216,2132.7775446022924,2311.0177489990515,2056.025466738274,2717.9851273199406,1941.6417427962785,1969.6650394421138,1813.6675391270185,1698.0295622199128,2018.629005495661,2096.2523752117763,2044.744346138367,1949.2693034547724,1809.9444151181135,2085.9313018881776,1847.8448030794132,1522.3796926326288,1787.0760201417902,1391.4476887320875,1287.3367680058711,1252.5480102424742,1444.148146605669
