,"A. 농업, 임업 및 어업 ,광업",C. 제조업,"D. 전기, 가스, 증기 및 공기조절 공급업",F. 건설업,G. 도매 및 소매업,H. 운수 및 창고업,I. 숙박 및 음식점업,J. 정보통신업,K. 금융 및 보험업,L. 부동산업,"M. 전문, 과학 및 기술 서비스업","N. 사업시설 관리, 사업 지원 및 임대 서비스업",P. 교육 서비스업,Q. 보건업 및 사회복지 서비스업,"R. 예술, 스포츠 및 여가관련 서비스업","S. 협회 및 단체, 수리 및 기타 개인 서비스업"
2012-08-01,0.016250528988235292,0.003614614819672131,0.00470057391780822,0.0009502895934426228,0.000597595206557377,0.006725961369863013,0.007699398983606558,0.011210556950819673,0.002574553963934426,0.005648968360655737,0.00026021337475409833,0.0018280860474226804,0.03572257773195876,0.010112228948453608,0.02898694886597938,0.020358710845360825
2012-09-01,0.017063055437647058,0.0037953455606557374,0.00493560261369863,0.000997804073114754,0.0006274749668852458,0.007062259438356164,0.008084368932786886,0.011771084798360658,0.0027032816621311473,0.005931416778688524,0.0002732240434918033,0.0019194903497938146,0.0375087066185567,0.010617840395876288,0.03043629630927835,0.021376646387628866
2012-10-01,0.017875581887058824,0.003976076301639344,0.005170631309589041,0.0010453185527868852,0.0006573547272131148,0.007398557506849314,0.008469338881967214,0.012331612645901642,0.0028320093603278686,0.006213865196721311,0.0002862347122295082,0.0020108946521649484,0.03929483550515464,0.011123451843298968,0.03188564375257732,0.022394581929896906
2012-11-01,0.01868810833647059,0.0041568070426229505,0.0054056600054794525,0.0010928330324590162,0.0006872344875409836,0.007734855575342465,0.008854308831147541,0.012892140493442625,0.00296073705852459,0.0064963136147540975,0.0002992453809672131,0.0021022989545360824,0.04108096439175258,0.011629063290721648,0.03333499119587629,0.023412517472164947
2012-12-01,0.01950063478588235,0.004337537783606557,0.005640688701369863,0.0011403475121311475,0.0007171142478688524,0.008071153643835616,0.00923927878032787,0.013452668340983609,0.0030894647567213116,0.006778762032786885,0.00031225604970491804,0.002193703256907217,0.04286709327835052,0.012134674738144328,0.03478433863917526,0.024430453014432987
2013-01-01,0.020313161235294117,0.004518268524590164,0.005875717397260274,0.0011878619918032785,0.0007469940081967213,0.008407451712328767,0.009624248729508197,0.014013196188524592,0.003218192454918033,0.007061210450819672,0.00032526671844262294,0.002285107559278351,0.04465322216494846,0.01264028618556701,0.03623368608247423,0.02544838855670103
2013-02-01,0.021125687684705883,0.00469899926557377,0.006110746093150685,0.0012353764714754098,0.0007768737685245901,0.008743749780821918,0.010009218678688526,0.014573724036065576,0.003346920153114754,0.007343658868852458,0.00033827738718032784,0.002376511861649485,0.046439351051546396,0.01314589763298969,0.037683033525773194,0.026466324098969072
2013-03-01,0.021938214134117645,0.004879730006557377,0.0063457747890410966,0.0012828909511475408,0.000806753528852459,0.009080047849315069,0.010394188627868853,0.015134251883606559,0.0034756478513114754,0.007626107286885245,0.00035128805591803274,0.002467916164020619,0.04822547993814433,0.01365150908041237,0.039132380969072164,0.027484259641237112
2013-04-01,0.02275074058352941,0.005060460747540983,0.006580803484931507,0.001330405430819672,0.0008366332891803278,0.009416345917808218,0.010779158577049181,0.015694779731147544,0.0036043755495081967,0.007908555704918031,0.0003642987246557377,0.002559320466391753,0.05001160882474227,0.01415712052783505,0.040581728412371135,0.028502195183505153
2013-05-01,0.023563267032941176,0.00524119148852459,0.006815832180821918,0.001377919910491803,0.0008665130495081967,0.009752643986301369,0.011164128526229508,0.016255307578688528,0.003733103247704918,0.00819100412295082,0.0003773093933934426,0.002650724768762887,0.051797737711340205,0.01466273197525773,0.042031075855670105,0.029520130725773194
2013-06-01,0.024375793482352942,0.005421922229508196,0.007050860876712329,0.0014254343901639343,0.0008963928098360656,0.01008894205479452,0.011549098475409837,0.01681583542622951,0.0038618309459016393,0.008473452540983606,0.0003903200621311475,0.002742129071134021,0.053583866597938144,0.015168343422680412,0.04348042329896907,0.030538066268041238
2013-07-01,0.025188319931764704,0.005602652970491803,0.00728588957260274,0.0014729488698360653,0.0009262725701639344,0.01042524012328767,0.011934068424590164,0.017376363273770495,0.0039905586440983605,0.008755900959016393,0.00040333073086885245,0.002833533373505155,0.05536999548453608,0.01567395487010309,0.04492977074226804,0.03155600181030928
2013-08-01,0.02600084638117647,0.005783383711475409,0.007520918268493151,0.0015204633495081966,0.0009561523304918032,0.010761538191780821,0.012319038373770493,0.017936891121311478,0.004119286342295082,0.00903834937704918,0.00041634139960655735,0.002924937675876289,0.05715612437113402,0.016179566317525772,0.04637911818556701,0.03257393735257732
2013-09-01,0.026813372830588236,0.005964114452459016,0.007755946964383562,0.0015679778291803278,0.000986032090819672,0.011097836260273972,0.012704008322950822,0.01849741896885246,0.004248014040491803,0.009320797795081966,0.00042935206834426225,0.003016341978247423,0.05894225325773196,0.016685177764948454,0.04782846562886598,0.03359187289484536
