keco,ksco,2008.1/2,2008.1/2.1,2008.1/2.2,2008.2/2,2008.2/2.1,2008.2/2.2,2009.1/2,2009.1/2.1,2009.1/2.2,2009.2/2,2009.2/2.1,2009.2/2.2,2010.1/2,2010.1/2.1,2010.1/2.2,2010.2/2,2010.2/2.1,2010.2/2.2,2011.1/2,2011.1/2.1,2011.1/2.2,2011.2/2,2011.2/2.1,2011.2/2.2,2012.1/2,2012.1/2.1,2012.1/2.2,2012.2/2,2012.2/2.1,2012.2/2.2,2013.1/2,2013.1/2.1,2013.1/2.2,2013.2/2,2013.2/2.1,2013.2/2.2,2014.1/2,2014.1/2.1,2014.1/2.2,2014.2/2,2014.2/2.1,2014.2/2.2,2015.1/2,2015.1/2.1,2015.1/2.2,2015.2/2,2015.2/2.1,2015.2/2.2,2016.1/2,2016.1/2.1,2016.1/2.2,2016.2/2,2016.2/2.1,2016.2/2.2,2017.1/2,2017.1/2.1,2017.1/2.2,2017.2/2,2017.2/2.1,2017.2/2.2,2018.1/2,2018.1/2.1,2018.1/2.2,2018.2/2,2018.2/2.1,2018.2/2.2,2019.1/2,2019.1/2.1,2019.1/2.2,2019.2/2,2019.2/2.1,2019.2/2.2,2020.1/2,2020.1/2.1,2020.1/2.2,2020.2/2,2020.2/2.1,2020.2/2.2,2021.1/2,2021.1/2.1,2021.1/2.2,2021.2/2,2021.2/2.1,2021.2/2.2,2022.1/2,2022.1/2.1,2022.1/2.2,2022.2/2,2022.2/2.1,2022.2/2.2,2023.1/2,2023.1/2.1,2023.1/2.2,2023.2/2,2023.2/2.1,2023.2/2.2,2024.1/2,2024.1/2.1,2024.1/2.2
,식별값,현원,구인인원,채용인원,현원,구인인원,채용인원,현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명),현원 (명),구인인원 (명),채용인원 (명)
,총원,7768188,625301,511602,7959995,442562,349357,8048203,424897,348387,8128516,465248,383229,8931370,662167,541637,9196034,610216,494828,9503816,636002,511805,9715637,649951,513402,9805150,626685,532061,9884455,660219,554625,10050640,689241,590718,10256347,664337,569628,10432264,754985,661726,10678424,698742,612395,10967146,785318,705943,11326946,715119,624539,11481327,854766,758065,11657993,741122,645840,11684473,855762,761886,11803864,724964,639912,11984990,845775,755574,12192880,756130,672219,12247216,810487,733478,12429758,687724,611815,12452413,798171,738176,12515581,631476,564288,12684179,819699,734381,13067272,870365,758596,13161419,1014867,877099,13385094,941947,788685,13459274,1053771,916879,13589901,891555,779142,13647444,1046630,950730
885,730,4419,196,177,3180,75,72,8552,328,320,8112,378,278,7826,544,424,4391,113,113,5445,321,233,5923,272,167,12509,879,872,6902,240,204,6774,306,264,6394,480,480,5670,683,669,6365,599,599,7075,500,435,5208,184,172,5584,262,182,5778,436,335,4346,235,210,4487,313,251,5147,396,396,5501,144,144,4687,341,341,4724,105,77,38124,1260,1117,37820,1308,958,33654,1904,1512,36357,1766,1491,38452,2160,1691,37000,1988,1443,34973,1472,1262,40118,2450,1988,42626,2045,1676
885,799,4419,196,177,3180,75,72,8552,328,320,8112,378,278,7826,544,424,4391,113,113,5445,321,233,5923,272,167,12509,879,872,6902,240,204,6774,306,264,6394,480,480,5670,683,669,6365,599,599,7075,500,435,5208,184,172,5584,262,182,5778,436,335,4346,235,210,4487,313,251,5147,396,396,5501,144,144,4687,341,341,4724,105,77,38124,1260,1117,37820,1308,958,33654,1904,1512,36357,1766,1491,38452,2160,1691,37000,1988,1443,34973,1472,1262,40118,2450,1988,42626,2045,1676
885,899,4419,196,177,3180,75,72,8552,328,320,8112,378,278,7826,544,424,4391,113,113,5445,321,233,5923,272,167,12509,879,872,6902,240,204,6774,306,264,6394,480,480,5670,683,669,6365,599,599,7075,500,435,5208,184,172,5584,262,182,5778,436,335,4346,235,210,4487,313,251,5147,396,396,5501,144,144,4687,341,341,4724,105,77,38124,1260,1117,37820,1308,958,33654,1904,1512,36357,1766,1491,38452,2160,1691,37000,1988,1443,34973,1472,1262,40118,2450,1988,42626,2045,1676
885,730,36540,2330,1793,33412,2466,1398,29373,1268,1126,31451,1795,1263,36784,1838,1438,29887,2023,1450,28524,1465,989,42786,2678,1834,40798,2811,2132,37696,1895,1546,48783,3829,3031,38895,2506,2077,46162,2052,1243,41566,1887,1553,45061,2301,1718,37090,1587,1200,48275,2727,2515,45098,2595,1846,47762,2573,2295,43338,2262,1562,45841,2058,1623,44386,2365,1975,43090,2343,2018,44526,1768,1509,38124,1260,1117,37820,1308,958,33654,1904,1512,36357,1766,1491,38452,2160,1691,37000,1988,1443,34973,1472,1262,40118,2450,1988,42626,2045,1676
885,799,36540,2330,1793,33412,2466,1398,29373,1268,1126,31451,1795,1263,36784,1838,1438,29887,2023,1450,28524,1465,989,42786,2678,1834,40798,2811,2132,37696,1895,1546,48783,3829,3031,38895,2506,2077,46162,2052,1243,41566,1887,1553,45061,2301,1718,37090,1587,1200,48275,2727,2515,45098,2595,1846,47762,2573,2295,43338,2262,1562,45841,2058,1623,44386,2365,1975,43090,2343,2018,44526,1768,1509,38124,1260,1117,37820,1308,958,33654,1904,1512,36357,1766,1491,38452,2160,1691,37000,1988,1443,34973,1472,1262,40118,2450,1988,42626,2045,1676
885,899,36540,2330,1793,33412,2466,1398,29373,1268,1126,31451,1795,1263,36784,1838,1438,29887,2023,1450,28524,1465,989,42786,2678,1834,40798,2811,2132,37696,1895,1546,48783,3829,3031,38895,2506,2077,46162,2052,1243,41566,1887,1553,45061,2301,1718,37090,1587,1200,48275,2727,2515,45098,2595,1846,47762,2573,2295,43338,2262,1562,45841,2058,1623,44386,2365,1975,43090,2343,2018,44526,1768,1509,38124,1260,1117,37820,1308,958,33654,1904,1512,36357,1766,1491,38452,2160,1691,37000,1988,1443,34973,1472,1262,40118,2450,1988,42626,2045,1676
890,930,147677,16510,12334,133047,9302,7392,178447,9599,7746,205720,20152,15801,178042,18802,13696,204990,24972,17302,306475,33064,22550,272421,27436,18892,244999,22333,16989,272031,33281,24789,270028,25280,18870,287410,27942,21778,313681,30993,24342,345806,28764,23328,347315,25714,20648,342870,24797,21224,365111,29875,23714,405173,35252,28643,414830,36099,26388,399831,34194,28509,409838,35674,28724,407978,33955,29304,404509,29125,25547,405116,28624,24743,455619,33225,29927,454752,31298,25551,438320,40600,33172,440716,42363,33832,442017,49104,35767,449307,46286,34117,452878,42358,33459,492143,45402,35268,452791,39562,33785
901,611,9215,1123,1110,8381,198,191,9662,848,775,11832,657,586,9955,1684,1645,9907,641,583,13504,1157,987,14160,1152,1091,15250,1161,1077,14644,376,303,12296,910,716,12204,606,508,11351,1009,852,11463,699,646,11196,1405,1219,11334,649,428,13522,892,814,13658,1210,1084,12438,1141,1073,12658,1169,1016,14632,1939,1735,16237,514,449,17058,2337,2311,18825,956,917,11819,686,660,12706,377,348,16170,1379,1300,14304,1152,1037,12667,1479,1355,12044,1121,1013,11826,1836,1615,14972,2172,2050,15931,2035,1982
901,612,9215,1123,1110,8381,198,191,9662,848,775,11832,657,586,9955,1684,1645,9907,641,583,13504,1157,987,14160,1152,1091,15250,1161,1077,14644,376,303,12296,910,716,12204,606,508,11351,1009,852,11463,699,646,11196,1405,1219,11334,649,428,13522,892,814,13658,1210,1084,12438,1141,1073,12658,1169,1016,14632,1939,1735,16237,514,449,17058,2337,2311,18825,956,917,11819,686,660,12706,377,348,16170,1379,1300,14304,1152,1037,12667,1479,1355,12044,1121,1013,11826,1836,1615,14972,2172,2050,15931,2035,1982
902,613,1545,45,45,2995,7,7,1657,62,62,1767,20,19,1711,38,35,670,23,18,1835,45,45,1123,21,18,1545,124,118,1475,11,9,2029,87,85,1947,54,43,2176,74,74,1428,49,49,1258,108,105,1380,21,21,1910,17,17,2795,178,160,3483,68,54,2504,149,146,2249,161,158,2207,47,44,2120,142,132,2020,31,31,1715,88,77,2150,46,46,2362,127,97,1926,164,125,2257,153,118,2383,142,134,2287,128,120,2258,125,119,2604,173,170
903,620,1000,1548,1548,840,16,18,478,18,3,513,391,391,422,132,132,382,242,242,1374,0,0,1288,0,0,1097,110,110,641,0,0,1228,244,244,774,171,161,932,18,18,945,50,50,2568,192,178,703,40,0,1622,46,46,430,10,10,675,149,149,733,16,16,504,10,10,860,7,7,630,22,22,970,105,105,501,23,23,531,0,0,303,24,24,426,0,0,475,66,66,271,244,244,403,11,11,301,0,0,596,166,166
904,630,307,8,2,469,75,75,1139,0,0,9,4,0,126,0,0,279,0,0,710,32,11,445,37,0,74,25,0,210,0,0,208,27,9,43,0,0,57,0,0,30,0,0,48,2,2,163,63,63,260,32,0,656,28,28,87,18,18,92,22,22,87,87,44,90,45,0,110,21,21,126,9,9,251,0,0,260,0,0,595,3,0,401,143,143,212,3,3,237,0,0,179,0,0,245,29,29,510,26,26
905,991,3076,583,571,3304,284,268,2582,56,55,1912,531,531,2725,479,428,3402,179,149,6374,177,132,7670,521,388,6165,550,441,6628,1041,1008,7969,1051,1002,6447,1714,1684,8515,2429,2327,7076,3419,3132,7088,1320,1243,7267,987,960,7062,1819,1731,7232,911,714,6805,2033,1990,6708,436,420,6978,1591,1506,6823,505,500,6922,1597,1422,7486,1300,1265,6912,1023,1016,5914,587,579,7861,1981,1969,7487,1466,1424,5533,2836,2650,7077,1160,1072,7149,2749,2646,9344,900,863,7902,2281,2180
