,전체 산업,"농업, 임업 및 어업(01~03)",광업(05~08),제조업(10~34),"전기, 가스, 증기 및 공기조절 공급업(35)","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",건설업(41~42),도매 및 소매업(45~47),운수 및 창고업(49~52),숙박 및 음식점업(55~56),정보통신업(58~63),금융 및 보험업(64~66),부동산업(68),"전문, 과학 및 기술 서비스업(70~73)","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",교육 서비스업(85),"예술, 스포츠 및 여가관련 서비스업(90~91)"
2022-11-30,2797970006.795672,1998977.8757225156,730344.2091442808,893233701.7385339,117952631.18206199,7076943.946910353,176977627.42939577,114419314.87980945,168155016.5349265,2680586.9504177505,89388521.21513027,208351548.2995943,2865085.235153289,85419189.88810399,32451026.55715957,41922852.45372232,16219994.367179412
2022-12-31,2820913781.2036753,2027742.9630199722,734569.3336088634,890408857.0392935,119057098.71343964,7130739.1149874795,179144248.81240377,116367757.38679348,170313516.3551583,2780765.793050227,91647074.07162425,211933959.49725124,2954473.2585753864,86877447.95981233,33196885.4950249,43234357.4535496,16535142.503680982
2023-01-31,2844311998.6903305,2061177.056828963,730317.3399701264,888495485.2074633,119554437.96948753,7192170.689738903,183513354.63197476,118172246.59446888,172501608.99034786,2895035.396512063,94030161.77795725,213805179.3612846,3059570.62888493,88276659.73771334,33991381.72194489,44473028.26680816,16902297.842516437
2023-02-28,2862372250.874045,2096397.3288426194,718030.2580456218,887550449.2795064,119342782.15660027,7252752.651032524,189722443.21685177,119488560.6256083,174461105.0960989,2996129.6953053325,96254324.1207275,213737300.59663388,3157492.5961262775,89254019.73367201,34682691.12943781,45317612.92928794,17261468.809771724
2023-03-31,2882783890.246534,2139514.9777041543,701156.842046201,888722521.2823187,118965709.43103394,7336526.441867563,197668357.6791802,120734771.37683553,176522914.32511705,3105334.581793765,98663613.34488328,213037434.69168988,3264550.0112781296,90239549.4694523,35392959.303322546,46037477.09025965,17686945.990814537
2023-04-30,2899883938.41696,2185785.6527012875,679956.6666268737,892307250.3151774,118266792.60993546,7435667.050901569,206893593.7053389,121745220.62753758,178715110.7919745,3203959.4771730374,100945507.29149015,210964693.83566722,3369869.252420221,91022288.96022883,36061218.54633937,46468873.30247961,18120168.012290113
2023-05-31,2918198660.5591063,2236656.213835164,657027.7327961506,898385908.9131254,117376208.36073342,7552667.391571652,217000028.07256013,122508425.51327601,180809195.61632696,3295175.6035374864,103076942.74055563,207983578.11011454,3472538.307788611,91606981.51347233,36664144.95650595,46637200.1540846,18575816.137441494
2023-06-30,2935983552.3297396,2289111.815875288,634638.3234750567,908277719.522116,116378537.47480123,7691833.243005346,227665255.55191576,122937671.01965064,182866610.6361077,3368232.8234497965,104864530.26093781,204441691.87625784,3564758.529112116,92019883.65867737,37162650.284382515,46441701.33294178,19021278.200549472
2023-07-31,2951891936.3045797,2342838.8737446847,617224.1493944227,921442205.9150801,115659871.82693686,7844210.940688314,237675422.94254163,123192532.56545782,184782794.2291709,3419230.1574935596,106341119.8217224,200749654.38477433,3640311.1222387534,92273081.66717108,37558115.437924646,45992031.44547067,19445000.815937545
2023-08-31,2966245495.209188,2396601.1800130014,603712.7264044543,937515666.563184,115047662.39996633,8014498.94223699,246509333.31817508,123196100.88877617,186557219.60435063,3446116.164335109,107196959.79252826,197152893.43596384,3698588.172236629,92428362.1262951,37809790.189976156,45252509.43013653,19831254.77159277
2023-09-30,2975057936.708406,2442715.7207609313,598061.3096092466,955034114.0510584,114898018.49151209,8188957.0703443065,253138763.31388074,122946579.93353544,187833146.35382184,3444528.318196602,107458382.45358777,194257524.3999583,3732836.555323113,92461595.11071298,37906888.79397432,44342959.37254367,20148300.194391076
2023-10-31,2981487806.716983,2486051.7421312216,599999.7184739648,974306994.249331,115184643.35565495,8375335.965426786,257363543.2500723,122676243.75893772,188981666.73253876,3419055.354725115,107229597.27269836,192313808.16823673,3745394.555938212,92512522.80548002,37894443.51378003,43316184.0962493,20416217.77885659
2023-11-30,2988768281.5419974,2519823.658031724,611979.2865994934,994748312.7636955,116133952.94139665,8557241.300572839,258503177.1903709,122375762.38894662,189960072.11036953,3368069.5686532687,106428334.26259764,191673249.87716252,3734041.514631034,92653628.74470487,37779090.03983467,42303438.93475614,20590947.766517043
2023-12-31,2990768921.024831,2548559.182155893,634187.4317926775,1014515762.6888676,117883831.80045788,8744594.75226868,256421713.68992776,122166829.92201096,190633503.9488473,3293561.215689333,105108729.06085835,192757704.94480398,3698688.237097037,92936215.65555118,37561610.47929893,41344745.8106213,20705717.119703308
2024-01-31,2989505048.518613,2566086.1343350504,666377.6666004834,1032228959.1421129,120298639.66149524,8917389.946472244,251196973.23096666,122059328.23484032,190952122.66425323,3201765.362508919,103385591.0631058,195559930.33096808,3642947.3714023703,93344532.1773613,37284324.1618201,40566611.16166647,20730706.206656348
2024-02-29,2988730285.1353545,2574876.091607179,704492.5897567829,1045649939.4366273,123313784.11791904,9080366.988518484,242476256.28402233,122239754.55622683,191070457.9481023,3107477.1030994817,101509003.37769234,200016884.7599005,3575384.6368372776,94043754.51045163,37010593.98783747,40098840.22899209,20686366.995178767
2024-03-31,2987234195.5463076,2574355.4446282336,747229.9608595403,1055902344.9109961,126906885.4075398,9216212.32685134,231939792.01220164,122754056.99609974,191319321.8040059,3016629.2080330774,99707604.07779658,205993448.3712907,3502468.0141420555,95069242.2433981,36808201.763248175,39907393.505882464,20611693.159975223
2024-04-30,2983770770.0977798,2566474.225790046,790825.1604775157,1059274461.6636144,130870301.36496149,9327108.301921245,219733518.68017864,123596490.55391645,191381560.2529706,2942050.7290783916,98094886.76229726,213489225.37059256,3436285.561439749,96397440.78465448,36713547.24412714,40128121.42384232,20507016.052466292
2024-05-31,2980439953.6222363,2553584.9216147256,835290.7370113038,1056788118.4597312,135149660.72568733,9423404.371780353,206721296.2028469,124934450.03430495,191721224.91788194,2890036.8941195672,96955472.16098127,222335277.4523926,3380820.640624759,98175605.75240369,36779478.87777229,40810311.430908225,20414770.611507684
2024-06-30,2978210881.5592275,2539574.4311002623,874406.5829865499,1048092553.5785666,139534450.83087993,9507006.217034645,194526224.30387127,126784934.92955379,192356830.58093607,2873446.463014333,96491674.23944543,231912999.72977182,3350619.4491068646,100335110.4797977,37106954.47820274,41950931.515693605,20379956.755325247
2024-07-31,2977987595.9026613,2527218.042022357,905148.4629650584,1034182786.944032,143692404.7098466,9567062.82210751,184167143.28347212,129093516.41464719,193450333.40423045,2896951.242304518,97014944.53939565,241567638.08060366,3353012.365058403,102910398.28307982,37681639.487614214,43539284.8926856,20427811.086391
2024-08-31,2984458792.680216,2517225.809140227,925548.0504264557,1016061327.758012,147391390.64333624,9612533.206219949,176637322.63719594,131767332.44354858,194974712.8555246,2960903.910777602,98395860.96593426,250899374.04760137,3389185.9514619843,105756557.49654593,38521145.98163121,45480782.85055324,20567880.91702193
2024-09-30,2988845485.396132,2513164.1642596484,932905.5250801195,994941896.7302704,150506653.5401127,9653101.653862616,172191731.69964528,134779818.03859395,196978742.08764055,3068062.850531908,100645395.30249143,259001090.50834805,3459617.95531131,108809342.51361752,39617291.16408514,47721068.89530829,20817849.634175226
2024-10-31,2999909251.8339624,2516607.0172135257,924227.1363028572,972674276.1750312,152718677.64046597,9682282.42532717,172262513.10758248,138061759.62181854,199662216.2866644,3221828.7530392082,104012703.06157644,265241046.59471238,3575517.870829687,112010094.85807922,41011494.94138854,50210494.6251777,21198444.666473
2024-11-30,3014753887.8029103,2532167.77899116,896594.9910343923,951590433.0866958,153740148.8256055,9704676.403575232,177668550.57168046,141424059.8461722,202935786.53143582,3425678.861649623,108519641.99721834,268672352.23011476,3737299.6153366296,115287805.55501819,42656598.69583739,52867569.24137311,21739062.47398056
2024-12-31,3032467025.40323,2563315.0356729734,850520.5819335341,934187639.4673748,153564035.85757017,9734343.858379062,189084892.02632225,144933560.5440542,206872792.4310982,3688511.633755193,114213282.49054638,268794125.01878846,3957324.9619772444,118711058.65396465,44655398.19327843,55702412.00342899,22467402.8378024
2025-01-31,3051885157.139079,2611443.1636508545,786811.3737653185,923199190.5276024,152005479.79928866,9779339.458500376,206249521.95961756,148226640.05379647,211346110.28332773,3993791.5842460934,120679614.4074784,264989923.75066635,4221144.990880144,121885222.053853,46833999.238789566,58358868.29018014,23385930.932663903
2025-02-28,3068332000.1514826,2670147.3074165694,712977.4779431828,919320937.2743258,149157059.31771123,9825037.120162452,227919741.88242993,150847418.90377617,215768265.1496412,4321959.335688903,127477576.14044711,257096826.19743514,4513948.7090439405,124487657.08857161,48996427.7746688,60581172.561401375,24377124.793276537
2025-03-31,3083629111.257703,2740004.6669829823,634339.1469185095,923888342.7914735,145532441.43904656,9881312.112393724,253295341.87449965,153057214.92612454,220398772.3463451,4662613.797410361,134487332.11370835,246364162.24147686,4823808.6080937665,126710682.9281416,51176387.731371604,62425825.06240292,25459472.232034188
2025-04-30,3095505788.8655405,2820625.3555606883,560070.083906943,937746003.467961,141363051.816809,9952160.831269866,281130966.92420477,154737942.7867087,224853626.81063855,5017076.932808478,141394047.3082079,233312947.02780157,5151567.016743138,128438090.67039493,53252899.3515655,63716322.5547661,26617938.677251395
2025-05-31,3100274413.5892644,2910460.298776123,496247.5573008162,960224669.1026795,137007328.08444315,10044420.642237006,309049540.823071,155529189.9359649,228756057.22182778,5352073.819578952,147545540.11976045,218831704.13059533,5470343.001460736,129492677.50793299,55109274.69096222,64279018.04268279,27776071.77495513
2025-06-30,3094842441.240406,2999137.550519408,447394.9181293495,990789868.7599721,133036872.48351584,10135727.910384856,334159985.77667654,155390512.99740303,231856493.05293298,5648193.620733577,152406244.49558845,204217584.20883957,5752743.876392928,129689322.3357105,56471619.82189238,63963770.465411134,28821517.44436213
2025-07-31,3082537509.3122797,3089651.429364284,418974.2228601351,1028587783.1437892,129690986.66272326,10234919.686615901,356099167.946649,154547187.3587567,234011223.10418743,5909971.709113717,155978591.7992453,190524113.1852591,6011716.194843974,129322429.84679876,57486257.21777929,62979980.071041286,29775210.707755595
