,소비자물가지수,기대인플레이션율,생산자물가지수,국내공급물가지수,수입물가지수,전산업생산지수,경기종합지수,제조업 평균가동률,생산지수-총지수,생산자제품 출하지수-총지수,생산자제품 재고지수-총지수,물가수준전망,경제심리지수,경제활동인구,실업률,경제활동참가율,예금은행대출금,M1상품별구성내역,주택담보대출,무담보콜금리,국고채금리(1년),국고채금리(10년),"회사채(3년,AA-)","회사채(3년,BBB-)",주택담보대출 연리,환율-원/미국달러,수입금액지수,수입물량지수,순상품교역조건지수,소득교역조건지수,주택매매가격지수,아파트 매매 가격지수,KOSPI 시가총액,미국 소비자물가지수,중국 생산자물가지수,미국 생산자물가지수,한국은행 기준금리,추계인구,남성 인구,여성 인구,고령 인구 비율(65세 이상),합계출산율,Wage,국내총생산대비(A/B) (%),기초연구,응용연구,개발연구,공공기관 및 기업 고위직(11),행정?경영 지원 및 마케팅 관리직(12),전문 서비스 관리직(13),건설·전기 및 생산 관련 관리직(14),판매 및 고객 서비스 관리직(15),과학 전문가 및 관련직(21),정보 통신 전문가 및 기술직(22),공학 전문가 및 기술직(23),보건·사회복지 및 종교 관련직(24),교육 전문가 및 관련직(25),법률 및 행정 전문직(26),경영·금융전문가 및 관련직(27),문화·예술·스포츠 전문가 및 관련직(28),경영 및 회계 관련 사무직(31),금융 사무직(32),법률 및 감사 사무직(33),상담·안내·통계 및 기타 사무직(39),경찰·소방 및 보안 관련 서비스직(41),돌봄·보건 및 개인 생활 서비스직(42),운송 및 여가 서비스직(43),조리 및 음식 서비스직(44),영업직(51),매장 판매 및 상품 대여직(52),통신 및 방문·노점 판매 관련직(53),농축산 숙련직(61),임업 숙련직(62),어업 숙련직(63),식품가공 관련 기능직(71),섬유·의복 및 가죽 관련 기능직(72),목재가구악기 및 간판 관련 기능직(73),금속 성형 관련 기능직(74),운송 및 기계 관련 기능직(75),전기 및 전자 관련 기능직(76),정보 통신 및 방송장비 관련 기능직(77),건설 및 채굴 관련 기능직(78),기타 기능 관련직(79),식품가공 관련 기계 조작직(81),섬유 및 신발 관련 기계 조작직(82),화학 관련 기계 조작직(83),금속 및 비금속 관련 기계 조작직(84),기계 제조 및 관련 기계 조작직(85),전기 및 전자 관련 기계 조작직(86),운전 및 운송 관련직(87),상하수도 및 재활용 처리 관련 기계 조작직(88),목재인쇄 및 기타 기계 조작직(89),건설 및 광업 관련 단순 노무직(91),운송 관련 단순 노무직(92),제조 관련 단순 노무직(93),청소 및 경비 관련 단순 노무직(94),가사·음식 및 판매 관련 단순 노무직(95),농림어업 및 기타 서비스 단순 노무직(99)
2018-11-01,99.33,2.4,100.49,103.46,109.52,101.3,99.9,73.2,103.102,105.783,98.417,146.0,94.1,28092.0,3.2,63.4,1602332.9,840084.9,601108.9,1.51,1.844,2.209,2.403,8.454,3.23,1128.58,120.35,99.93,95.88,99.8,79.799,87.9,1400000000000.0,115.58,110.22,114.13,1.75,51585058.0,25857689.0,25727369.0,14.3,0.977,7940.413993,4.5662403,0.658660497,1.017175282,2.890402316,16997.90363201623,9704.829712104984,7764.20681850453,7716.909040232572,7672.366894095277,4248.430430324802,4197.8623480766855,3923.455691325235,2947.657937577352,3956.649443484936,6187.170254922887,4358.819010002044,3132.7902859377027,3643.8673928747016,3964.7003696415127,3925.415120939764,2461.1386240409747,2791.97050585192,1657.2588049881829,3086.2155102338515,2128.509525937738,3578.2978870697325,2251.538123916452,2098.081366292839,2467.4155402452257,1684.4137095598262,2099.3625803313976,2161.0497697871,2176.4998841728566,2644.0912153856343,3126.814735573335,3395.97892269268,3043.287195876956,3007.8285513567967,2737.06802227516,2698.666606192135,2909.130278927226,2511.737695036405,3173.4891441717373,3155.9734102677894,2940.969060515009,3089.4643220711287,2510.6914994852305,3304.586331362445,2857.931655237939,2589.0220054548186,2632.649866813979,2329.2702373161496,1912.5305391093973,1835.0834496657124,2138.0889396552043
2018-12-01,98.988,2.4,100.0,101.87,105.46,108.2,99.8,72.2,101.598,103.789,98.593,146.0,94.7,27582.0,3.4,62.2,1600280.5,846123.7,604487.7,1.77,1.776,1.992,2.304,8.373,3.25,1122.9,112.81,98.32,98.18,95.24,79.861,87.8,1340000000000.0,115.22,109.21,114.72,1.75,51585058.0,25857689.0,25727369.0,14.3,0.977,8010.899791,4.573978408,0.661973837,1.021769271,2.890232788,17286.170079419473,9808.67396070588,7837.469807724378,7772.485252429007,7740.035002427931,4265.657461473636,4205.394302521092,3937.210492510756,2961.268116974063,3950.7245328391855,6207.532434604884,4378.190958789128,3143.3947032170813,3652.791265120289,3987.2425359850367,3940.302342029772,2463.9277864385904,2799.072462926912,1656.9657594069618,3067.0050018543434,2139.346716776569,3579.248685866655,2259.3706778578085,2115.707114729877,2476.9936541174525,1690.9343597085158,2102.152694669917,2164.391580959587,2183.7611659713925,2647.9476029586035,3129.9344279703146,3398.7113535455005,3049.051436075214,3012.203067569697,2734.62641887674,2706.1681284506503,2907.046988632937,2512.702140635038,3176.1789739911865,3158.5246258213865,2940.052075594072,3097.6577652345936,2520.00420748876,3318.312664296008,2856.7450357520424,2599.3024413341946,2633.5873715123057,2327.3374903734266,1918.439438955103,1836.849841360436,2147.26424008696
2019-01-01,98.884,2.3,99.89,101.15,105.29,98.3,99.9,72.9,99.342,102.293,98.241,145.0,91.9,27455.0,4.5,61.9,1607666.5,847765.3,605242.9,1.76,1.733,1.991,2.263,8.343,3.26,1122.0,116.44,104.45,99.14,97.03,79.877,87.5,1460000000000.0,115.43,108.61,115.5,1.75,51764822.0,25948706.0,25816116.0,14.9,0.918,8079.521523,4.582001774,0.665317079,1.026250028,2.89043198,17537.0,9904.0,7907.0,7825.0,7806.0,4274.0,4212.0,3953.0,2975.0,3941.000000000001,6234.0,4399.000000000001,3154.000000000001,3661.000000000001,4008.0,3955.0,2466.0000000000005,2807.000000000001,1653.9999999999995,3037.0,2147.0,3582.0000000000005,2267.0,2134.0,2487.0,1700.0,2105.0,2170.0,2190.0,2653.0,3131.0,3402.0,3056.0,3017.0,2735.0000000000005,2713.0,2906.0,2513.0000000000005,3177.0000000000005,3159.0,2939.0,3104.0,2529.0,3329.0,2854.0,2609.0000000000005,2631.0,2323.0,1923.0,1840.0,2155.0
2019-02-01,99.311,2.3,99.99,101.19,107.63,89.6,99.4,70.0,84.305,88.833,98.505,145.0,97.4,27649.0,4.7,62.3,1614141.4,855633.1,606385.0,1.76,1.76,1.988,2.249,8.329,3.27,1122.45,94.85,85.32,99.26,83.71,79.824,87.3,1450000000000.0,115.92,108.51,115.59,1.75,51764822.0,25948706.0,25816116.0,14.9,0.918,8143.69993,4.590287489,0.668536058,1.030389241,2.891359513,17744.798322680355,9989.65563049809,7972.160872784782,7874.198866698977,7869.861744407466,4272.664794002714,4217.679493424779,3970.9431265711646,2988.7795551439112,3927.20441254078,6266.925790285346,4421.261448362752,3164.5935568706773,3668.51484277472,4026.6954825763823,3969.37553642805,2467.515859223896,2815.902707865313,1648.207845513637,2995.4956990697506,2151.164656931686,3586.856006054433,2274.52280110404,2152.9102827697457,2497.380111548867,1711.827429863739,2107.939527847044,2178.145590056929,2195.1148411420863,2659.435669954016,3129.8651611016185,3405.990046983032,3064.3206724285824,3022.276090134525,2738.6346636220974,2719.2646155064213,2906.265518426635,2512.701465023809,3175.8764788710687,3157.3503482015285,2937.9238043927367,3108.3422478342645,2537.572627664773,3336.2817287016987,2849.749455170253,2617.9988724233817,2624.5800612456383,2316.190699149581,1926.1623366624287,1844.8243942798172,2161.210255577029
2019-03-01,99.121,2.3,100.34,101.96,109.44,101.4,99.3,71.4,99.812,104.985,95.954,144.0,96.5,28002.0,4.3,63.1,1617556.6,862572.7,608003.8,1.76,1.769,1.953,2.244,8.318,3.28,1130.72,107.1,94.76,97.39,96.93,79.74,87.0,1420000000000.0,116.58,108.61,115.5,1.75,51764822.0,25948706.0,25816116.0,14.9,0.918,8201.424463,4.598779063,0.671492517,1.034002312,2.893281785,17912.29459784173,10066.409205404414,8033.164847993431,7920.432201040906,7931.601074195066,4262.658074437683,4222.567616979007,3990.74686291205,3002.5229913364947,3909.854802341202,6305.758643667848,4444.740248328021,3175.1341951894988,3675.472999470791,4043.48585947072,3983.418578502825,2468.5907945296844,2825.722034402635,1639.8901623998547,2944.029462823459,2152.153045122582,3593.6863461786693,2281.9129106922896,2172.2344225946795,2508.021890460582,1725.970070702921,2111.008127811088,2188.5576197679097,2199.1679194721164,2667.130787124904,3126.895891354908,3410.6574832696647,3073.901784540893,3027.982022113103,2745.245004993341,2725.040846581056,2907.6980295722287,2512.040567965465,3173.215027852626,3153.96083870443,2936.98363438652,3110.9094628257294,2545.7520424872137,3340.448835093868,2844.2200289239454,2626.280751643437,2614.7998886694554,2307.259037717012,1928.0718772775888,1851.1839728645011,2166.007711244151
2019-04-01,99.481,2.1,100.63,102.51,111.37,100.8,99.1,73.7,100.752,102.193,99.296,142.0,97.8,28284.0,4.4,63.6,1627414.0,866144.1,610359.1,1.75,1.751,1.889,2.207,8.28,3.27,1140.95,115.32,101.48,96.72,98.55,79.63,86.7,1460000000000.0,117.19,109.01,115.69,1.75,51764822.0,25948706.0,25816116.0,14.9,0.918,8256.385357,4.608273398,0.67434184,1.037260442,2.896669171,18044.299531229983,10135.509216096609,8090.436583655983,7964.20154273114,7991.294073144715,4245.435942975083,4226.83290016432,4012.0152191878583,3016.144077618936,3889.6653173575137,6349.721398111888,4469.138751777086,3185.5735965108947,3682.040666305913,4058.636545156188,3997.14929981605,2469.3289453169486,2836.347391763165,1629.4614540370446,2884.6991973612267,2150.4317911804715,3602.252028912434,2289.1134379774485,2191.730428752622,2518.798830441809,1741.815499414163,2114.243104010829,2200.830034142712,2202.2624088623224,2675.883753531928,3122.586238499735,3415.9359985970154,3084.5568041175284,3034.041965738817,2754.362793682328,2730.4016840712725,2910.04658916146,2511.29230117559,3169.54285433674,3149.3252280072998,2936.35192933416,3112.020032218093,2553.6022468110345,3341.956702485635,2837.681779040396,2633.851706216253,2602.326821804599,2296.658594832413,1928.9228786598903,1858.832304410966,2169.554738488317
2019-05-01,99.652,2.2,100.74,103.57,113.74,102.1,99.4,73.1,102.068,103.589,100.264,145.0,94.2,28468.0,4.0,64.0,1637077.7,866643.4,612316.8,1.75,1.711,1.828,2.153,8.224,3.27,1183.29,111.48,97.3,95.16,94.43,79.577,86.4,1360000000000.0,117.44,109.21,115.79,1.75,51764822.0,25948706.0,25816116.0,14.9,0.918,8304.885445,4.618378879,0.676860269,1.039886736,2.901630712,18145.62382859097,10198.204153952298,8144.400737802466,8006.0084314750275,8049.016825038328,4222.454501285086,4230.643872482344,4034.352205563792,3029.5565830324185,3867.350105545961,6398.03689158184,4494.159310591221,3195.863442389292,3688.3840394977847,4072.412954105959,4010.587873959449,2469.834450985272,2847.668192098101,1617.3362238035957,2819.6028087831487,2146.467521713132,3612.3140627954535,2296.0674921722134,2211.1563105213945,2529.584425199206,1758.751292894082,2117.6817605649644,2214.556778191105,2204.501483184932,2685.492971194353,3117.430250275961,3421.7592827022017,3096.099198939081,3040.3800908147487,2765.5197992576523,2735.420118824437,2913.060252919004,2510.731657004801,3165.387165715477,3143.9372726087327,2936.2011285884632,3111.992343255052,2561.1872429799464,3341.260714186132,2830.4047632989204,2640.7178046979147,2587.8282001842167,2284.8429496259087,1928.9095976237456,1867.522957576124,2172.013708796481
2019-06-01,99.491,2.1,100.46,103.01,109.52,102.0,99.5,72.9,99.342,101.496,97.801,143.0,94.8,28545.0,4.0,64.2,1643100.4,873802.8,614818.2,1.76,1.56,1.618,2.004,8.097,3.25,1175.62,103.26,90.9,94.39,89.89,79.508,86.2,1420000000000.0,117.47,108.81,115.3,1.75,51764822.0,25948706.0,25816116.0,14.9,0.918,8350.0,4.63,0.679173986,1.041986612,2.908839401,18221.07819567055,10255.742510349126,8195.481968462916,8046.354406977922,8104.845413657822,4195.169851037872,4234.169063434714,4057.361832205053,3042.674276618128,3843.623314862791,6449.927962042088,4519.504276651701,3205.95541437912,3694.669315264111,4085.080500793209,4023.754474524749,2470.2114509342373,2859.57384755864,1603.928975077901,2750.838203189326,2140.726863328348,3623.633456367456,2302.718182489284,2230.270077178818,2540.2521684394387,1776.1650280392976,2121.361401592192,2229.33179692286,2205.9883163121767,2695.7568421314445,3111.9219744234547,3428.061025322342,3108.342436786148,3046.9205671439813,2778.247791287912,2740.169141687917,2916.48807656954,2510.633627803719,3161.275169380905,3138.2907290073254,2936.7036715022427,3111.144783180307,2568.5710333376624,3338.816253504488,2822.6590394788377,2646.885115644508,2571.9713633414563,2272.265681227622,1928.226290983568,1877.0095010168895,2173.546993655594
2019-07-01,99.187,2.1,100.46,102.39,110.39,101.4,99.5,75.4,103.947,103.689,103.342,141.0,92.0,28480.0,3.9,64.0,1648646.7,875495.7,618163.6,1.63,1.478,1.506,1.885,7.989,3.22,1175.31,111.8,101.28,96.49,98.37,79.502,86.0,1350000000000.0,117.66,108.61,115.79,1.5,51764822.0,25948706.0,25816116.0,14.9,0.918,8389.959814,4.642968893,0.6811666,1.043416395,2.918387422,18275.47333821457,10309.37277666472,8244.10493366737,8085.741008945179,8158.8559227851165,4165.038093903614,4237.57700252306,4080.648109276842,3055.4109274172506,3819.199093264249,6504.6174474570125,4544.876001839805,3215.8011940348083,3701.062689822592,4096.904599691113,4036.6692751036753,2470.564084563429,2871.9537702959824,1589.6542112383513,2680.5032866798574,2133.6764426339,3635.971218168167,2309.008618141358,2248.8297380027147,2550.675553869167,1793.4442817464274,2125.3193312112107,2244.7490353477488,2206.8260821162867,2706.473768362467,3106.555458682078,3434.774916194557,3121.099985439323,3053.5875645295987,2792.078539341704,2744.721743509082,2920.0791158377465,2511.273205922964,3157.734072725095,3132.879353701675,2938.0319974283057,3109.795739237555,2575.8176202278937,3335.0787037498344,2814.714665359468,2652.3597076121205,2555.4236508094677,2259.3803687676746,1927.0672155537684,1887.0455033901765,2174.316964552611
2019-08-01,99.425,2.0,100.69,103.26,111.17,99.2,99.6,73.7,97.086,100.299,101.055,140.0,91.2,28216.0,3.0,63.3,1659345.1,877062.9,622183.7,1.51,1.186,1.254,1.689,7.791,3.18,1208.98,108.39,97.83,95.13,92.83,79.546,85.8,1310000000000.0,117.66,108.51,115.3,1.5,51764822.0,25948706.0,25816116.0,14.9,0.918,8421.859169,4.655687578,0.682715409,1.044174547,2.92880073,18313.619961968896,10360.343444276725,8290.694291445858,8124.669777082147,8211.124436202126,4133.515331552489,4241.036219249013,4103.815046944362,3067.68030447097,3794.7915887065824,6561.328185790991,4569.9768380368105,3225.3524629107847,3707.730359390928,4108.150665272842,4049.352449287952,2470.9964912724304,2884.697372461326,1574.9264356633378,2610.695965354841,2125.782886237567,3649.088356737312,2314.8819083411345,2266.593302270904,2560.728075195052,1809.9766309120885,2129.592853540718,2260.402438475539,2207.117954469491,2717.442151906685,3101.824750791697,3441.8346450559625,3134.185312679203,3060.3052527746822,2806.5438129876225,2749.150915135297,2923.5824264483,2512.925383713155,3155.2910831401123,3128.1969031903745,2940.358545719464,3108.263598670494,2582.9910059943545,3330.503448231301,2806.841698720127,2657.147649156837,2538.852402121396,2246.6405913761896,1925.6266281487597,1897.3845333528975,2174.485992974482
2019-09-01,99.794,1.8,100.75,102.81,110.89,99.0,99.8,75.1,98.214,100.499,99.56,134.0,94.2,28288.0,3.1,63.5,1669791.4,887411.7,625423.3,1.52,1.228,1.42,1.792,7.894,3.14,1197.55,99.69,91.23,96.33,95.41,79.589,85.8,1380000000000.0,117.75,108.71,115.4,1.5,51764822.0,25948706.0,25816116.0,14.9,0.918,8452.882051,4.670630625,0.684193983,1.044494351,2.941947239,18340.32877267938,10409.903004562764,8335.674699828414,8163.642251094179,8261.727037690767,4102.057665654673,4244.715243114207,4126.466655372816,3079.396176820472,3771.114949146038,6619.283015008405,4594.509137123991,3234.5609025614785,3714.8385201868223,4119.084112011573,4061.8241706693066,2471.6128104608247,2897.694066205868,1560.1601517312513,2543.514145314376,2117.512820747133,3662.745880614621,2320.281162301312,2283.318779261209,2570.283226123756,1825.1496524328995,2134.219272699411,2275.8859513160032,2206.967107244021,2728.4603947833657,3098.2238984921773,3449.1739016436773,3147.4118862863825,3066.997801682316,2821.175381794265,2753.529647413931,2926.747064125878,2515.865153524912,3154.4734080180256,3124.737133972022,2943.8557557285253,3106.866748722822,2590.1551929807547,3325.545870258018,2799.3101973401344,2661.2550088347443,2522.924956810392,2234.49992818329,1924.0987855829535,1907.780159561968,2174.2164504081607
2019-10-01,100.041,1.7,100.51,102.39,108.3,102.9,99.8,74.3,105.357,106.381,99.912,132.0,93.1,28373.0,3.0,63.6,1687139.0,885065.7,629655.5,1.36,1.298,1.577,1.861,7.97,3.1,1184.13,107.22,97.99,95.36,99.93,79.664,85.9,1400000000000.0,118.02,108.71,115.98,1.25,51764822.0,25948706.0,25816116.0,14.9,0.918,8478.952311,4.685705544,0.685429793,1.044354046,2.955928373,18360.41047609188,10459.299948900478,8379.470816845074,8203.159970686631,8310.739811032961,4072.12119788034,4248.782603620271,4148.206944727405,3090.472313506941,3748.883322538861,6677.704773073633,4618.175250982625,3243.378194541319,3722.553368427976,4129.970354380481,4074.104612839464,2472.517181528196,2910.833263680809,1545.7698628204837,2481.0557326585613,2109.3328727703783,3676.7047983398174,2325.149489234589,2298.76417825145,2579.2145003619416,1838.3509232054785,2139.235892805988,2290.7935188789115,2206.476714312108,2739.3268990117726,3096.246949523384,3456.7263756948214,3160.593174041457,3073.5893810555817,2835.5050153302286,2757.9309311923507,2929.3220845951605,2520.367507708856,3155.808254750904,3122.993802545213,2948.6960668083007,3105.92357663824,2597.374183530808,3320.6613531391167,2792.3902189988075,2664.6878552019284,2508.3086544096022,2223.4119583190995,1922.677944670763,1917.9859506742991,2173.670708340599
2019-11-01,99.481,1.7,100.37,101.83,107.27,103.4,99.7,72.6,104.793,104.487,100.0,133.0,94.5,28380.0,3.1,63.6,1700073.0,898607.6,633098.0,1.28,1.386,1.75,2.002,8.112,3.06,1167.45,103.93,95.71,95.5,96.88,79.776,86.1,1400000000000.0,117.96,108.71,115.4,1.25,51764822.0,25948706.0,25816116.0,14.9,0.918,8502.176191,4.701652201,0.686549277,1.043819126,2.971292021,18378.67577795224,10509.782768667495,8422.507300525867,8243.724475564848,8358.238840010617,4045.1620298996654,4253.4068302688365,4168.63992517333,3100.8224835715614,3728.8108568412968,6735.816297951054,4640.677531493985,3251.756020404732,3731.041100332088,4141.074806852737,4086.2139493901473,2473.813743874125,2924.0043770373454,1532.1700723094243,2425.418633487493,2101.709668915083,3690.7261184526274,2329.4299983536634,2312.687508519448,2587.395391616269,1848.9680201264423,2144.680017979146,2304.719086174033,2205.749949545979,2749.84006661117,3096.387951625178,3464.42575694651,3173.5426437250208,3080.004160697562,2849.0644831641075,2762.427757317924,2931.056543580822,2526.707438615605,3159.8228307308127,3123.460665408542,2955.051918311597,3105.7524696604423,2604.7119799882244,3316.305280183725,2786.351821475464,2667.4522568144744,2495.6708344521744,2213.830260913738,1921.5583622265983,1927.7554753468053,2173.0111382587497
2019-12-01,99.719,1.7,100.65,102.17,108.99,112.9,100.1,74.7,108.177,108.873,96.042,135.0,95.0,28095.0,3.4,62.9,1698612.9,927098.5,633745.4,1.28,1.35,1.653,1.948,8.059,3.03,1175.84,111.7,102.97,95.5,99.77,80.054,86.5,1480000000000.0,117.85,108.61,115.11,1.25,51764822.0,25948706.0,25816116.0,14.9,0.918,8521.407848,4.717187989,0.687522379,1.042995748,2.986679231,18399.935384006327,10562.59995524146,8465.208808900832,8285.837305434186,8404.300208405657,4022.636263382828,4258.756452561535,4187.3696068757945,3110.3604560555195,3711.611700009594,6792.84042760505,4661.718330539352,3259.6460617061502,3740.4679121168624,4152.662883901519,4098.172353913084,2475.606636898199,2937.096818426676,1519.7752835764663,2378.700753901274,2095.10983578903,3704.57084949278,2333.0657988712346,2324.846779343024,2594.699393593401,1856.3885200924103,2150.5889523375845,2317.256598211139,2204.8899868178664,2759.798299600824,3099.140952537429,3472.2057351358635,3186.07376311767,3086.1663104113404,2861.385554864499,2767.093116638017,2931.6994968075437,2535.15993859578,3167.044343349822,3126.6314790606057,2963.095749591228,3106.67181503313,2612.232584696718,3312.9330347009763,2781.4650625494214,2669.55428222847,2485.678836471257,2206.208415097331,1920.9342950648731,1936.8423022364016,2172.400111649566
2020-01-01,100.09,1.8,101.02,102.44,108.1,98.2,100.3,73.2,94.9,95.0,102.4,139.0,97.6,27952.0,4.1,62.6,1708763.3,945103.8,634283.0,1.27,1.316,1.656,1.955,8.068,3.01,1164.28,109.72,100.21,94.18,89.3,80.337,86.9,1430000000000.0,118.31,108.61,113.74,1.25,51836239.0,25925697.0,25910542.0,15.7,0.837,8538.297618,4.733083498,0.688458024,1.041903868,3.002731632,18429.0,10619.0,8508.000000000002,8330.0,8449.0,4006.000000000001,4265.0,4204.000000000001,3119.0,3698.0,6848.000000000001,4681.0,3267.0000000000005,3751.000000000001,4165.0,4110.0,2478.0000000000005,2950.0000000000005,1509.0,2343.0000000000005,2090.0,3718.000000000001,2336.0,2335.0,2601.0000000000005,1860.0,2157.0,2328.0,2204.0,2769.0,3105.0,3480.0000000000005,3198.0,3092.0000000000005,2872.0000000000005,2772.0,2931.0000000000005,2546.0000000000005,3178.0000000000005,3133.0,2973.0,3109.0,2620.0000000000005,3311.0,2778.0,2671.0000000000005,2479.0,2201.0,1921.0,1945.0,2172.0
2020-02-01,100.16,1.7,100.69,102.78,106.55,94.3,99.7,69.7,92.5,93.3,102.1,137.0,89.7,27991.0,4.1,62.6,1717155.8,957889.6,635282.9,1.24,1.214,1.54,1.847,7.971,3.0,1193.79,94.8,86.52,93.36,87.75,80.634,87.2,1340000000000.0,118.63,108.11,114.33,1.25,51836239.0,25925697.0,25910542.0,15.7,0.837,8552.529805,4.7485488,0.689367402,1.040643053,3.01854833,18469.79048037199,10679.933527227602,8551.25688308685,8376.57613471193,8492.482649845639,3996.3460502802695,4272.276491976356,4218.254512912237,3126.694694034008,3688.482479370562,6900.688227856322,4698.326266751011,3273.7944917766204,3762.750844913605,4178.275712383337,4121.714702572237,2481.073398641187,2962.6312147324343,1500.1690853582872,2319.823094679462,2086.747393567781,3730.822181735671,2338.2088258747417,2342.9895072496693,2606.220881549901,1859.3900875648649,2163.9396571517195,2336.661768838778,2203.189219927181,2777.2939001533414,3114.307282043389,3487.766831204676,3209.1810974541563,3097.4474651267933,2880.5646919629708,2777.2038692326896,2928.801697297559,2559.404578290256,3193.033191751107,3142.9167145950123,2984.8672410542654,3112.9774484571494,2628.0696882746856,3310.861546919388,2776.1621009824107,2671.8097347201274,2476.1435672624257,2198.5446772644345,1921.904999955636,1952.0546377039752,2171.9432250005307
2020-03-01,99.94,1.7,99.8,101.68,100.85,102.0,98.5,73.1,105.8,108.4,99.2,134.0,68.5,27789.0,4.2,62.2,1746398.9,988826.3,639598.1,0.98,1.03,1.485,1.84,8.005,2.97,1220.09,107.93,102.34,94.42,103.33,81.084,87.9,1180000000000.0,118.37,107.01,114.72,0.75,51836239.0,25925697.0,25910542.0,15.7,0.837,8564.128862,4.76284903,0.690265066,1.039334496,3.033258601,18522.66827433255,10745.159692836169,8595.160872358627,8425.377427996793,8535.16599807492,3993.314060188363,4280.606907444707,4230.334146783147,3133.557355137832,3682.736159086547,6950.979822918578,4713.906357642689,3280.1060932699893,3775.623066647386,4192.376149334617,4133.324841869608,2484.808102531724,2975.0192788947734,1493.248845029074,2308.3120280182115,2085.3216701601896,3743.036419347799,2339.8009603185733,2348.994947777214,2610.4864169856387,1854.9466137788004,2171.391188244585,2343.428511179199,2202.591105284497,2784.730053707008,3126.797547860623,3495.5628681301987,3219.6618997684905,3102.5232048956505,2887.236919440836,2782.6900700907063,2925.3265864983355,2575.15848137402,3211.7520443836784,3156.159028692693,2998.5205729245376,3118.532730910272,2636.4629520290005,3312.472996415579,2775.8984701554414,2672.060835119818,2476.98639124607,2198.726438583591,1923.619882292427,1958.1222860525447,2172.2424091557427
2020-04-01,99.5,1.7,98.93,99.41,95.15,95.3,97.4,69.7,95.4,94.7,101.5,132.0,61.4,27734.0,4.2,62.0,1779351.1,1012290.1,644393.0,0.74,0.893,1.504,2.145,8.367,2.94,1225.23,97.43,99.92,99.56,88.05,81.27,88.3,1310000000000.0,117.58,105.6,115.4,0.75,51836239.0,25925697.0,25910542.0,15.7,0.837,8574.236284,4.776672405,0.691254914,1.037965806,3.047458943,18587.10497978483,10814.139785644447,8639.84473324603,8476.07763402569,8577.536236090253,3996.18038454792,4289.982715249655,4240.559300984462,3139.7406098795823,3680.2306347150256,6999.119871687372,4728.050874519142,3286.0363356499934,3789.46656970546,4207.111581898914,4144.836439461539,2489.160807443649,2987.220889581732,1488.1159447899763,2307.017606890492,2085.593088857049,3754.689340706048,2340.918202076691,2353.280295749291,2613.9711620569224,1847.2574604526385,2179.32704979707,2348.6053657613843,2202.3451717196067,2791.408844632537,3142.0536869353664,3503.469340085513,3229.533526532904,3107.259784270673,2892.299074944782,2788.4264193101267,2920.891253815135,2592.9484802701345,3233.5808673559413,3172.3610780097897,3013.713227944875,3125.516454517457,2645.192553804073,3315.6896569744754,2777.0916215537754,2671.8449059650143,2481.247227629344,2201.315358162994,1926.0705004802649,1963.3915161593852,2172.8802251737493
2020-05-01,99.44,1.6,98.96,98.25,98.97,95.8,96.4,63.6,91.5,90.3,102.7,131.0,63.6,28209.0,4.5,63.0,1799569.0,1034074.1,646587.4,0.7,0.779,1.394,2.179,8.44,2.91,1228.67,88.84,96.88,104.66,88.45,81.382,88.4,1360000000000.0,117.58,105.2,115.5,0.5,51836239.0,25925697.0,25910542.0,15.7,0.837,8582.552451,4.788873307,0.69231525,1.036696932,3.059865456,18662.572194631957,10886.335094471193,8685.441231179748,8528.350506969737,8620.079555294064,4004.221378182576,4300.395384235799,4249.250374887912,3145.3970848273666,3680.435501823066,7045.353460663306,4741.070419224478,3291.68675008652,3804.131258591938,4222.292281121297,4156.255516917463,2494.088209149004,2999.292743888024,1484.647050418611,2314.490638170546,2087.431908738184,3765.8275736800783,2341.7023498942904,2356.1095253325534,2616.8496725134605,1836.9105093972107,2187.7196983276426,2352.497471325451,2202.590934880169,2797.430656901469,3159.6585887512774,3511.567476379567,3238.8870973372987,3111.689768215963,2896.033550985998,2794.3807336270206,2915.81228546076,2612.461345997443,3257.9439701261235,3191.1569982630435,3030.198438449331,3133.779226436797,2654.271256141032,3320.3668370819782,2779.6240692120946,2671.2535520216584,2488.644832090658,2206.0815102081656,1929.1827079890409,1968.050899138176,2173.8393457626617
