,소비자물가지수,기대인플레이션율,생산자물가지수,국내공급물가지수,수입물가지수,전산업생산지수,경기종합지수,제조업 평균가동률,생산지수-총지수,생산자제품 출하지수-총지수,생산자제품 재고지수-총지수,물가수준전망,경제심리지수,경제활동인구,실업률,경제활동참가율,예금은행대출금,M1상품별구성내역,주택담보대출,무담보콜금리,국고채금리(1년),국고채금리(10년),"회사채(3년,AA-)","회사채(3년,BBB-)",주택담보대출 연리,환율-원/미국달러,수입금액지수,수입물량지수,순상품교역조건지수,소득교역조건지수,주택매매가격지수,아파트 매매 가격지수,KOSPI 시가총액,미국 소비자물가지수,중국 생산자물가지수,미국 생산자물가지수,한국은행 기준금리,추계인구,남성 인구,여성 인구,고령 인구 비율(65세 이상),합계출산율,Wage,국내총생산대비(A/B) (%),기초연구,응용연구,개발연구,공공기관 및 기업 고위직(11),행정?경영 지원 및 마케팅 관리직(12),전문 서비스 관리직(13),건설·전기 및 생산 관련 관리직(14),판매 및 고객 서비스 관리직(15),과학 전문가 및 관련직(21),정보 통신 전문가 및 기술직(22),공학 전문가 및 기술직(23),보건·사회복지 및 종교 관련직(24),교육 전문가 및 관련직(25),법률 및 행정 전문직(26),경영·금융전문가 및 관련직(27),문화·예술·스포츠 전문가 및 관련직(28),경영 및 회계 관련 사무직(31),금융 사무직(32),법률 및 감사 사무직(33),상담·안내·통계 및 기타 사무직(39),경찰·소방 및 보안 관련 서비스직(41),돌봄·보건 및 개인 생활 서비스직(42),운송 및 여가 서비스직(43),조리 및 음식 서비스직(44),영업직(51),매장 판매 및 상품 대여직(52),통신 및 방문·노점 판매 관련직(53),농축산 숙련직(61),임업 숙련직(62),어업 숙련직(63),식품가공 관련 기능직(71),섬유·의복 및 가죽 관련 기능직(72),목재가구악기 및 간판 관련 기능직(73),금속 성형 관련 기능직(74),운송 및 기계 관련 기능직(75),전기 및 전자 관련 기능직(76),정보 통신 및 방송장비 관련 기능직(77),건설 및 채굴 관련 기능직(78),기타 기능 관련직(79),식품가공 관련 기계 조작직(81),섬유 및 신발 관련 기계 조작직(82),화학 관련 기계 조작직(83),금속 및 비금속 관련 기계 조작직(84),기계 제조 및 관련 기계 조작직(85),전기 및 전자 관련 기계 조작직(86),운전 및 운송 관련직(87),상하수도 및 재활용 처리 관련 기계 조작직(88),목재인쇄 및 기타 기계 조작직(89),건설 및 광업 관련 단순 노무직(91),운송 관련 단순 노무직(92),제조 관련 단순 노무직(93),청소 및 경비 관련 단순 노무직(94),가사·음식 및 판매 관련 단순 노무직(95),농림어업 및 기타 서비스 단순 노무직(99)
2009-11-01,84.384,3.3,92.99,97.08,118.49,81.8,99.1,78.9,81.653,87.481,56.861,146.0,109.3,24807.0,3.3,61.3,963885.1,370979.7,333097.8,2.0,3.28,5.39,5.43,11.6,4.77,1164.23,74.94,65.32,107.12,65.0,64.676,73.4,819000000000.0,99.21,98.584,98.34,2.0,49307835.0,24774341.0,24533494.0,10.5,1.149,4048.994201,3.2142013,0.589627054,0.640522651,1.984051595,8199.688721336213,5086.895091059531,4539.245791693114,3537.3202801063285,3876.4005891291354,3398.2434310684207,3056.810733788915,2853.6832409626786,2129.610951205803,3261.1097438111688,5687.262144589662,3300.2329219362764,2514.069814818915,2464.088103442319,2795.346628756845,2686.3475959411344,1682.8905357764515,2010.071383631068,1476.8650298867492,1835.72444480221,1538.861857972308,2693.341013132045,1525.069319944086,1928.4173339916629,1914.630468059328,1459.766737238226,1946.4146837972803,1524.3850431271496,1489.058269422466,1603.1380685396769,2172.464083107397,2360.171215952817,2120.914962603249,2665.759819690267,1942.2965232826432,1962.5636423382,1937.4089930827208,1731.4364238586766,2047.682973074196,2131.856263247064,2084.814870888669,2002.157250577448,1836.3954554883285,2165.0383259412206,1863.8922562673552,1568.9793150266037,1803.992534796543,1436.725781220528,1305.2726450083198,1260.7417060670064,1470.230506173147
2009-12-01,84.682,3.2,93.46,97.57,119.1,91.2,99.0,79.4,84.214,89.899,57.813,147.0,110.6,24245.0,3.5,59.8,953505.2,376977.3,335906.3,2.0,3.3,5.31,5.35,11.45,4.85,1166.45,84.16,71.32,105.31,66.78,64.768,73.5,888000000000.0,99.03,98.454,98.64,2.0,49307835.0,24774341.0,24533494.0,10.5,1.149,4056.648168,3.227308725,0.592253292,0.642650115,1.992405317,8275.76443823798,5102.07459610858,4568.181382503588,3561.235942657478,3895.2726917496816,3397.4679745178805,3076.0450553120377,2865.967542110702,2136.1532417467733,3267.5962759067365,5748.949307574165,3316.957498226979,2520.8795542348985,2473.785025448518,2814.6124945278016,2705.8218178477146,1696.308132755672,2024.5114566401528,1467.8018525651776,1842.1286152620812,1539.8577723056983,2704.785072976565,1544.6870891936665,1930.566015415584,1932.956314441411,1470.4231808831737,1912.3890170821828,1528.8380160732706,1494.423856248696,1612.4099977026049,2179.331706333024,2369.596172591777,2139.869417408882,2648.128130135466,1942.0782243907788,1960.2487728925648,1962.3851186894692,1736.4290386929038,2058.6926533120995,2143.4006987297503,2095.571027314967,2012.1654291639588,1841.6902088148724,2188.6253275739496,1868.220072942892,1587.488195809222,1809.2702945568064,1452.1437323138175,1308.7002060022653,1263.6679367889833,1475.135679144778
2010-01-01,85.351,3.1,93.87,98.3,118.58,79.3,99.2,79.3,81.813,86.524,63.288,148.0,113.6,24258.0,5.0,59.8,955782.2,381218.2,336072.7,2.0,3.29,5.35,5.4,11.47,4.9,1138.82,81.1,69.17,108.03,60.5,64.851,73.6,848000000000.0,99.37,97.79,99.03,2.0,49554112.0,24881114.0,24672998.0,10.8,1.226,4064.432361,3.241247541,0.594652104,0.644998177,2.00159726,8358.0,5118.0,4597.0,3585.0,3916.0,3397.0000000000005,3096.0,2878.0,2143.0,3272.9999999999995,5812.0,3334.0,2528.0,2484.0,2835.0,2727.0,1710.0000000000002,2041.0,1458.0,1850.0,1541.0,2716.0,1566.0,1934.0,1952.0,1482.0,1876.0,1533.0,1500.0,1623.0000000000002,2185.9999999999995,2379.0,2160.0,2629.0,1942.0,1958.0,1987.0,1741.0000000000002,2071.0,2156.0,2107.0,2022.0,1847.0,2213.9999999999995,1873.0,1608.0,1815.0,1469.0,1312.0,1267.0,1480.0
2010-02-01,85.523,3.1,94.03,98.8,118.94,77.6,99.7,79.8,74.857,79.244,64.398,147.0,116.8,24217.0,4.8,59.6,958052.8,387858.6,337116.9,2.0,3.12,5.3,5.32,11.39,4.92,1157.08,79.5,66.78,106.7,58.32,65.04,73.9,844000000000.0,99.4,98.0,99.22,2.0,49554112.0,24881114.0,24672998.0,10.8,1.226,4072.354003,3.255707197,0.596823307,0.647587658,2.011296232,8444.707783984242,5134.480959446977,4625.49917305197,3608.507112898076,3938.317586028096,3396.920914371008,3116.4896669101845,2889.803291222632,2150.200924919893,3277.39677964882,5875.515970203613,3351.271668439688,2535.349612431768,2494.735807884815,2856.29722769442,2749.6017932633968,1723.85158946655,2059.238543359847,1447.6634252126007,1859.1630514045853,1542.3019499165234,2726.937149245657,1588.5767996952225,1938.5312068066387,1971.4881300030336,1494.2782080057152,1838.1734829178172,1536.8703172600628,1505.777532640193,1634.8122245196173,2192.536349222531,2388.431605186002,2180.956971480007,2608.7607587534226,1942.1717756092207,1955.9734493296576,2011.0662701994197,1745.2098501959854,2084.418457799012,2169.4743012702493,2118.998417129477,2031.6679041693744,1852.3306245184604,2240.819116870496,1878.26603816822,1630.060415301889,1821.104705443194,1487.002101019516,1315.1400717755128,1270.7278965443502,1484.8504319663334
2010-03-01,85.696,3.0,94.47,99.13,119.91,87.4,100.1,80.6,88.421,94.08,63.484,146.0,115.6,24567.0,4.1,60.4,962695.9,386015.4,339197.8,2.01,2.83,4.92,5.02,11.08,4.93,1137.64,91.34,77.61,108.51,71.1,65.201,74.1,904000000000.0,99.81,98.45,99.03,2.0,49554112.0,24881114.0,24672998.0,10.8,1.226,4080.402725,3.270310478,0.59879585,0.650408483,2.021106144,8534.200167552674,5151.327131162691,4653.476430529107,3631.651942115892,3961.960521981976,3397.3121244871345,3137.328155099973,2901.400092370655,2157.805715460863,3280.8624784110534,5938.598966521447,3368.6837447303906,2542.846851847751,2505.995229891014,2878.292260132044,2773.34684850331,1737.748353112437,2078.928616368932,1436.996081224362,1869.4422218644568,1543.777030916581,2737.5478757568435,1611.9862356114695,1943.9715548972256,1991.1473097184496,1507.038818317329,1799.8353162027197,1540.4482902061836,1511.7472861330896,1647.7508203492118,2199.008139114824,2397.9398951582943,2202.3905929523057,2587.795735865288,1942.7034767173564,1954.325246550689,2034.3965624728344,1749.1191316968789,2098.7614713702483,2183.643736752936,2131.4629068891086,2041.176082755885,1857.6878778450048,2268.739451836557,1884.0521881770887,1653.215129417841,1827.5074652034568,1505.8575521128057,1318.0884661027912,1274.841627266327,1489.7139382712974
2010-04-01,86.041,3.0,95.16,99.73,120.97,84.1,100.3,81.0,87.986,93.527,64.071,145.0,117.0,25053.0,3.7,61.5,967784.2,388174.7,341352.9,2.0,2.67,4.91,4.69,10.75,4.84,1117.11,91.02,75.45,107.41,71.5,65.327,74.2,932000000000.0,99.98,99.54,99.12,2.0,49554112.0,24881114.0,24672998.0,10.8,1.226,4089.375245,3.286148897,0.600792268,0.65373655,2.031620079,8624.789528067262,5168.348171860321,4680.729301301031,3654.329148417632,3986.663880009644,3398.2550372046053,3158.329563626748,2912.813080036126,2165.8640705773205,3283.47295984456,6000.350737289953,3386.147470056458,2550.410178565497,2517.781046806645,2900.773179833848,2797.9548165851447,1751.5757428947754,2099.771748676491,1426.2019210566666,1880.6619637682325,1545.438651861483,2747.7835345768626,1635.797055080876,1950.132963333488,2010.7041444141869,1520.0628443518513,1761.911350221791,1543.7332411910877,1517.9000924425047,1661.7199365765389,2205.4827547910854,2407.573776925391,2223.9511255203,2566.4902608051493,1943.70502882332,1953.2115173322472,2056.80351000535,1752.7883869187003,2113.842485374824,2198.3284406604976,2144.290097464604,2050.5314768433345,1863.0775554543825,2297.417778549306,1890.3924507561471,1677.0098300508057,1834.1313335978573,1525.273870020308,1320.8132277558232,1279.331193010223,1494.6174821424129
2010-05-01,86.128,3.0,95.96,101.17,124.39,84.9,100.7,80.6,87.029,91.592,64.724,146.0,116.3,25293.0,3.2,62.1,974047.5,394880.2,343616.7,2.01,2.73,4.95,4.48,10.54,4.71,1163.11,89.18,72.29,104.81,68.79,65.358,74.2,904000000000.0,100.06,99.82,99.32,2.0,49554112.0,24881114.0,24672998.0,10.8,1.226,4098.941703,3.302313536,0.602770893,0.657441233,2.04210141,8714.78824288997,5185.353738253047,4707.055314237352,3676.4333925674737,4012.162732259105,3399.831059379648,3179.307991547888,2924.0649308111024,2174.425689223674,3285.3040875071965,6059.873030845569,3403.574085602237,2557.9580529025543,2530.096039419758,2923.528069320816,2823.145348374306,1765.219210770679,2121.469469931761,1415.4848977308966,1892.6467295045304,1547.3002216125417,2757.595480749021,1659.578005435576,1956.8273511771492,2029.8852393581813,1533.1312995262908,1725.327435342116,1546.7244925674977,1524.2267835322525,1676.6237222893528,2212.02758136552,2417.382157495801,2245.2888302873907,2545.2296630425585,1945.2863574260236,1952.7883873434823,2078.0997459820715,1756.2781582774674,2129.4749444738504,2213.3485472053694,2157.376617041672,2059.741027515524,1868.5054528213425,2326.5108706598626,1897.320826634931,1700.9902049037337,1840.899364943464,1544.9585714824634,1323.282401508596,1284.1865946203309,1499.5880268071976
2010-06-01,86.041,2.9,96.07,102.01,127.31,87.5,100.8,80.8,88.943,94.357,64.071,147.0,115.1,25352.0,3.5,62.2,975225.8,400132.8,346343.4,2.0,2.92,4.93,4.65,10.62,4.59,1212.33,89.38,72.89,104.1,71.49,65.365,74.2,937000000000.0,99.96,99.5,99.42,2.0,49554112.0,24881114.0,24672998.0,10.8,1.226,4110.0,3.32,0.604954665,0.661857356,2.053187979,8802.508689382768,5202.153487054051,4732.251998207687,3697.859335329606,4038.1921508783657,3402.121597868494,3200.077537920777,2935.1783212876417,2183.540270354335,3286.4317249568226,6116.267595524745,3420.87483255208,2565.408935176472,2542.9429885184045,2946.345011113925,2848.6380947362004,1778.5642086972623,2143.7233097839803,1405.0489642684358,1905.2209714619703,1549.3751490310678,2766.935069316625,1682.897834007706,1963.8666374899385,2048.4171998183724,1546.0251972576575,1691.0094219307794,1549.4213666881406,1530.7181913661489,1692.366326575409,2218.7100039523352,2427.413943878042,2266.053968356983,2524.399272047071,1947.5573880243828,1953.211982253548,2098.0979035881064,1759.648988189201,2145.472293328444,2228.5241905999897,2170.619093806022,2068.8116758562564,1873.977365420636,2355.6755018193503,1904.8713165429813,1724.701941679578,1847.7346135573457,1564.6191732397117,1325.464032135098,1289.3978329409445,1504.6525354931737
2010-07-01,86.214,3.0,96.31,102.11,126.84,84.7,101.0,81.1,88.855,93.159,65.833,148.0,115.3,25435.0,3.7,62.3,978910.0,403785.1,348923.3,2.2,3.14,4.91,4.81,10.75,4.58,1207.3,90.19,74.72,104.75,73.35,65.303,74.0,973000000000.0,99.98,99.07,99.9,2.25,49554112.0,24881114.0,24672998.0,10.8,1.226,4122.452439,3.338771702,0.607357145,0.666922416,2.064492141,8886.263244907619,5218.557074976513,4756.116882081649,3718.50163746821,4064.48720801543,3405.2080595273683,3220.452301802796,2946.1759280578017,2193.257512923713,3286.9317357512955,6168.636179663924,3437.960952090332,2572.681285704796,2556.324674890632,2969.0120877341574,2874.152706536232,1791.4961886316405,2166.234797882385,1395.098073690666,1918.2091420291715,1551.676842978373,2775.75365532298,1705.3252881294009,1971.06274133358,2066.026631062698,1558.525550962962,1659.8831603548656,1551.8231859057396,1537.3651479080074,1708.851898522462,2225.5974076657367,2437.718043080624,2285.89680083248,2504.384417288238,1950.6280461173112,1954.638427731595,2116.610616008559,1762.96141906992,2161.6479765997174,2243.6755050567954,2183.9141559433656,2077.7503629493344,1879.499088727012,2384.568445678889,1913.077921209835,1747.6907280812882,1854.560133756572,1583.9631920324928,1327.3261644093168,1294.9549088163562,1509.8379714278597
2010-08-01,86.647,3.1,96.6,101.91,126.68,81.6,100.6,79.2,83.899,89.473,66.028,152.0,113.8,25051.0,3.3,61.3,978486.6,400882.5,348915.4,2.27,3.13,4.68,4.68,10.62,4.62,1179.92,90.29,75.02,104.4,69.5,65.271,74.0,964000000000.0,100.12,99.47,100.0,2.25,49554112.0,24881114.0,24672998.0,10.8,1.226,4134.862437,3.35662085,0.609729749,0.671973434,2.074917668,8964.36428682649,5234.374158733613,4778.447494728853,3738.254959747468,4090.782975818304,3409.1718512124994,3240.246382251325,2957.080427713639,2203.6271158862173,3286.879983448475,6216.080531599552,3454.743685401344,2579.693564805076,2570.2438793244914,2991.317381702492,2899.4088346398053,1803.9006025309272,2188.705463876213,1385.8361790189706,1931.435693594752,1554.218712315769,2784.0025938113918,1726.4291151327957,1978.2275817698005,2082.440138359096,1570.4133740592124,1632.8745009814593,1553.9292725730195,1544.1584851216437,1725.9845872182673,2232.75717761993,2448.3433621120603,2304.467588817282,2485.570428235615,1954.608257203722,1957.223849446776,2133.450516428537,1766.2759933356429,2177.815438948784,2258.622624788224,2197.158431639411,2086.564029878561,1885.07641821522,2412.8464758896007,1921.9746413650316,1769.502251811816,1861.2989798582096,1602.6981446012462,1328.8368431052404,1300.8478230908595,1515.171297838776
2010-09-01,87.337,3.1,97.16,102.39,126.54,83.7,100.2,79.5,84.769,89.933,65.767,149.0,114.1,25134.0,3.4,61.4,983395.2,404413.5,350814.9,2.27,2.99,4.28,4.41,10.36,4.67,1167.01,89.76,73.12,102.48,69.65,65.333,74.0,1040000000000.0,100.18,100.33,100.1,2.25,49554112.0,24881114.0,24672998.0,10.8,1.226,4149.790374,3.377297252,0.612582548,0.677966275,2.086748429,9035.124192501353,5249.414395038531,4799.041365018912,3757.013962931565,4116.814526434993,3414.0943797801174,3259.2738783237487,2967.9144968472115,2214.69877819626,3286.3523316062183,6257.702399668075,3471.134273669464,2586.36423279486,2584.7033826080315,3013.048975539909,2924.126129912327,1815.6629023522376,2210.836837414701,1377.467233274732,1944.7250785473295,1557.0141659045662,2791.6332398251657,1745.7780623500255,1985.173077860326,2097.384326975505,1581.4696799634196,1610.909294177645,1555.7389490427058,1551.0890349708718,1743.66854175058,2240.256698929122,2459.3388079808637,2321.4165934147945,2468.3426343587544,1959.6079467825296,1961.124373068242,2148.430238033145,1769.65325340239,2193.788125036758,2273.185684006712,2210.248549079868,2095.2596177277383,1890.7151493600115,2440.166366102607,1931.595477738109,1789.682200574112,1867.8742061793305,1620.5315476864123,1329.9641129968563,1307.0665766087473,1520.6794779534418
2010-10-01,87.337,3.3,97.52,102.45,124.95,85.4,99.7,80.3,91.463,97.029,66.551,148.0,111.8,25236.0,3.3,61.6,991773.6,405000.1,353400.6,2.26,2.8,4.11,4.13,10.14,4.68,1123.45,93.89,75.51,101.62,76.15,65.469,74.2,1050000000000.0,100.3,101.27,100.78,2.25,49554112.0,24881114.0,24672998.0,10.8,1.226,4165.327849,3.398147798,0.615571072,0.684041499,2.098535228,9096.855339294169,5263.487440604448,4817.696021821443,3774.673307784683,4142.316932013501,3420.057052086447,3277.348889077446,2978.700812050576,2226.5221988082485,3285.424643782384,6292.603532205934,3487.0439580790407,2592.611749991697,2599.7059655293024,3033.994951767387,2948.0242432192026,1826.668540052685,2232.330448147087,1370.1951894793326,1957.9017492755247,1560.0766126060769,2798.596948407608,1762.9408771132255,1991.7111486668823,2110.585802179861,1591.4754820925916,1594.913390310507,1557.251537667522,1558.1476294195063,1761.8079112071543,2248.16335670752,2470.7532876955456,2336.3940757284195,2453.0863651272084,1965.7370403526472,1966.4961242651457,2161.3624140074894,1773.1537416861795,2209.3794795247527,2287.184816924696,2223.081136450445,2103.844067580668,1896.4210776361351,2466.184889969028,1941.9744310586057,1807.7762620711271,1874.208867037,1637.170918028431,1330.676018858152,1313.601170214312,1526.3894749993774
2010-11-01,86.906,3.2,97.85,103.23,127.37,86.1,99.7,80.7,91.637,97.674,66.616,148.0,113.3,25092.0,3.0,61.2,997054.2,414912.8,356505.9,2.37,2.92,4.48,4.19,10.27,4.69,1126.2,98.61,77.62,100.54,73.26,65.721,74.5,1060000000000.0,100.34,103.04,101.56,2.5,49554112.0,24881114.0,24672998.0,10.8,1.226,4182.406162,3.420483247,0.618896307,0.690470428,2.111116513,9147.8701045669,5276.4029521445445,4834.208994006057,3791.127655071006,4167.025264701835,3427.141274987718,3294.285513569799,2989.462049915791,2239.1470766765947,3284.17278353483,6319.885677549577,3502.3839798144227,2598.3545767131327,2615.254408876355,3053.943392905909,2970.822825425836,1836.8029675893847,2252.887825722607,1364.2240006541558,1970.7901581679555,1563.4194612816111,2804.845074602023,1777.4863067545311,1997.653713251196,2121.7711692401035,1600.211793863739,1585.8126397471306,1558.4663608001931,1565.325100431363,1780.306844675746,2256.544536069327,2482.635708264621,2349.05029686156,2440.186950010532,1973.105463412989,1973.495228706638,2172.059677536676,1776.8380006030318,2224.4029470738824,2300.440157754614,2235.552821936853,2112.324320521153,1902.1999985183409,2490.558821139986,1953.1455020560609,1823.3301240058129,1880.226016748289,1652.323772367742,1330.9406054631163,1320.4416047518466,1532.328252204102
2010-12-01,87.251,3.2,98.76,104.88,133.08,95.0,100.1,82.3,93.637,99.24,68.051,148.0,111.8,24790.0,3.5,60.3,987148.1,425673.9,359825.8,2.5,2.87,4.46,4.17,10.21,4.71,1147.55,102.52,79.23,99.55,74.69,65.991,74.9,1140000000000.0,100.52,103.71,102.53,2.5,49554112.0,24881114.0,24672998.0,10.8,1.226,4199.823427,3.442786716,0.622345398,0.696710319,2.123730999,9186.480865681524,5287.970586372003,4848.377810442372,3806.2716655547183,4190.674596648,3435.428455340161,3309.8978508581904,3000.220887034913,2252.6231107557087,3282.6726144214167,6338.650584035452,3517.06558005996,2603.511173276718,2631.351493437238,3072.682381476454,2992.241527397633,1845.9516369194523,2272.210499790499,1359.757619820584,1983.214757613241,1567.0561207924825,2810.32897345172,1788.9830986060776,2002.8126906749933,2130.6670334241708,1607.459628693873,1584.5328928546005,1559.3827407934448,1572.6122799702562,1799.0694912441097,2265.467622128752,2495.034976696602,2359.0355179176195,2430.029718478278,1981.8231414624688,1982.2778120618727,2180.334661805811,1780.7665725689658,2238.67197234526,2312.7718407089037,2247.560233724802,2120.7073176329964,1908.05770748138,2512.944933266603,1965.1426914600129,1835.8894740811204,1885.8487096302665,1665.697627444785,1330.7259175857364,1327.5778810656454,1538.5227727951367
2011-01-01,88.288,3.6,100.28,105.91,132.46,85.9,101.0,83.8,91.551,97.49,68.181,157.0,111.6,24362.0,3.8,59.2,993802.1,429368.1,361370.6,2.66,3.09,4.69,4.52,10.52,4.76,1120.07,108.42,81.76,97.4,69.92,66.3,75.3,1160000000000.0,100.99,104.7,103.22,2.75,49936638.0,25069867.0,24866771.0,11.0,1.244,4218.636264,3.466465825,0.626150036,0.703043474,2.137272315,9211.0,5298.0,4860.0,3820.0,4213.0,3445.0,3324.0,3011.0,2267.0,3281.0,6348.0,3531.0,2608.0,2648.0,3090.0000000000005,3012.0,1854.0,2290.0,1357.0,1995.0,1571.0,2815.0,1797.0,2007.0,2137.0,1613.0,1592.0,1560.0000000000002,1580.0000000000002,1818.0,2275.0,2508.0,2366.0,2423.0,1992.0,1993.0,2186.0,1785.0,2252.0,2324.0,2259.0,2129.0,1914.0,2533.0,1978.0,1845.0,1891.0,1677.0000000000002,1330.0,1335.0,1545.0
2011-02-01,88.892,3.7,101.03,107.18,136.18,77.3,100.8,80.5,79.987,86.156,67.137,153.0,113.1,24694.0,4.5,60.0,1001239.2,432482.8,363460.7,2.75,3.39,4.76,4.72,10.74,4.84,1118.14,94.09,69.45,97.42,62.22,66.83,76.0,1090000000000.0,101.49,105.6,103.41,2.75,49936638.0,25069867.0,24866771.0,11.0,1.244,4238.171212,3.490706911,0.630200976,0.709124131,2.151381804,9220.474382522329,5306.442003213722,4869.051257123386,3832.314394517965,4233.783882165243,3455.8871589672367,3336.471590624858,3021.8086480703105,2282.2870036687277,3279.241745826137,6347.4871661839625,3544.121846116025,2611.778811512608,2665.1721507868647,3105.7411558839567,3029.885280269972,1860.8751401643624,2306.031210610369,1356.0859791553664,2006.04403347638,1575.2551498300909,2818.836742209829,1801.2684924177793,2010.1091597447344,2140.6005087824065,1616.702120745085,1608.7116463685152,1560.327397679119,1587.4830521872616,1837.0144589063807,2285.181021534923,2521.5354078044456,2369.751613479072,2419.3605260571785,2003.6921732848425,2005.7457045580568,2188.974673600724,1789.5926810442832,2264.251613371436,2334.0054226649418,2269.8020976143,2137.196001881423,1920.024561259388,2550.454924117954,1991.7180063797264,1850.3792943550443,1895.6422721167487,1686.0289224407943,1328.7663249281293,1342.690021740096,1551.7674569668409
2011-03-01,89.238,3.9,102.24,109.33,141.08,90.8,100.9,82.0,96.159,102.188,68.442,158.0,109.8,25193.0,4.3,61.1,1008342.8,430936.6,366083.7,2.92,3.42,4.51,4.54,10.58,4.96,1122.45,117.16,83.3,96.27,74.42,67.482,76.9,1180000000000.0,102.48,106.2,103.31,3.0,49936638.0,25069867.0,24866771.0,11.0,1.244,4257.662386,3.514624383,0.634357445,0.714638847,2.165628091,9216.888878800648,5313.812020086376,4876.219938556294,3843.644886607434,4252.997991588746,3467.92055481696,3347.4543746513878,3032.6024211739123,2298.3316222405488,3277.528425446172,6338.471292945265,3556.4591860780474,2614.9625396924976,2682.7179337567445,3119.9780560814406,3045.953949931115,1866.670666250748,2320.3724343209537,1356.8739350159678,2016.5397892286476,1579.788189467139,2821.9267197227987,1802.170993938283,2012.360086254885,2141.714337773712,1618.7880020759044,1633.4528564177338,1560.4139407161997,1595.072067010116,1856.076711427046,2295.9379055359555,2535.468720224036,2370.7286657930777,2418.883636179009,2016.740630617637,2020.309983244623,2189.6030572749683,1794.5744367784794,2275.4959504817784,2342.9115070391654,2280.029898084122,2145.235730238352,1926.0966352864696,2565.337124904869,2006.163601199556,1852.4325692974137,1899.895230008536,1692.944489842446,1327.1700743852848,1350.598243834688,1558.7549065263202
2011-04-01,89.325,4.0,102.87,109.8,141.95,86.7,100.4,80.6,92.854,98.411,68.964,157.0,113.5,25524.0,3.7,61.8,1020032.7,425420.5,369210.2,3.01,3.43,4.48,4.54,10.58,5.05,1086.84,114.1,78.8,95.16,71.72,68.037,78.0,1230000000000.0,103.14,106.8,103.61,3.0,49936638.0,25069867.0,24866771.0,11.0,1.244,4278.304668,3.539733461,0.638898295,0.719821577,2.18101359,9202.96285202512,5320.766628163166,4882.372566617321,3854.5285891141593,4270.661411974926,3480.880653268027,3357.155634570457,3043.323491906073,2314.940916498967,3276.0015544041457,6322.763083046123,3568.0634528532105,2617.7054107297063,2700.456778302724,3132.839732431996,3060.329976878624,1871.5218184735843,2333.165328441124,1359.153130252668,2026.7538942025967,1584.5563801601438,2824.384685100157,1800.2526567897237,2014.0542953329325,2140.691099523116,1619.5678546851868,1664.580489423344,1560.3185729031736,1602.7816346494883,1875.1625399009995,2307.1698375431783,2549.583179993986,2369.527073647221,2421.219071906613,2030.9325500593695,2036.4156799361583,2188.3358739860905,1799.9689440113807,2285.85328802546,2350.9023042827075,2289.7801215920304,2153.046285207331,1932.1733558186068,2577.7481507718044,2021.1702530340183,1851.7369418679064,1903.9179076455716,1697.9973129471998,1325.3918578348598,1358.667023173421,1565.872671429728
2011-05-01,89.497,3.9,103.18,109.74,138.92,87.3,100.8,80.7,93.202,97.674,70.857,156.0,111.3,25775.0,3.2,62.4,1027141.8,423994.7,371112.4,3.02,3.43,4.34,4.44,10.48,5.13,1083.54,115.83,77.31,91.08,69.14,68.511,78.2,1200000000000.0,103.63,107.11,103.7,3.0,49936638.0,25069867.0,24866771.0,11.0,1.244,4298.666237,3.564338318,0.643532242,0.724209978,2.196596098,9181.415665385915,5327.962404989305,4888.375663625059,3865.502614883889,4286.793227028201,3494.547920039299,3365.782652872937,3053.914032862061,2331.921947227488,3274.8026482440987,6302.1732392487565,3578.9860794086617,2620.16165081427,2718.208113817887,3144.4552167751654,3073.137329007694,1875.5638370473,2344.551550280249,1362.712827536331,2036.9529753440231,1589.516983158103,2826.3253909031537,1796.0586332003145,2015.493302781357,2137.8804065798163,1619.351889265663,1700.4514046610332,1560.1002380319735,1610.6263452863052,1894.2477266672431,2318.7760030966706,2563.662029849508,2366.7427537467115,2426.016574781111,2046.055109671028,2053.7856385091272,2185.62384669745,1805.7998795517792,2295.4439026969108,2358.161865555605,2299.149488320588,2160.554766924902,1938.2118565931603,2587.7895501298203,2036.5714304576425,1848.869529107324,1907.8693389980667,1701.4380024973002,1323.6122847402494,1366.8387166459418,1573.031074428354
